gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
SON,92.525,116.4217,128.2807,122.9949,129.5895,114.7565,187.325,115.0278,137.3802,90.8141,184.1717,124.3321,127.9245,117.8409,153.4387,106.7974,80.6866,108.2763,92.9026,167.384,173.8971,148.9326,181.5174,75.4064,85.4482
NPHP1,5.3942,0.9609,6.0364,7.1466,3.3135,8.7522,15.1446,2.0149,9.0662,31.5671,11.9558,2.0563,3.5056,1.871,5.3681,6.4748,3.1225,3.4081,2.807,3.1874,39.3598,2.7538,12.4987,12.0423,7.8029
SMAD3,48.5912,174.0488,74.7029,97.2999,128.4352,46.8982,131.6997,68.3304,68.1006,237.2165,239.2935,303.6006,83.7256,94.6522,135.569,235.5953,130.7083,194.5582,148.4534,154.2201,34.1382,158.5815,203.093,255.2994,198.3905
TMED1,17.9609,11.2105,9.1991,16.5555,5.4375,16.2488,13.4035,16.4773,10.7252,25.6728,14.1074,8.519,18.3688,32.8667,13.1386,16.0815,15.9257,7.8524,6.8783,12.1518,11.6513,9.6255,20.8971,15.5233,17.8373
DHX37,40.098,46.4613,34.05575,26.5598,34.7609,14.8825,23.4551,33.4234,27.4805,37.5664,39.1848,50.8524,44.0923,94.9069,30.1568,30.6846,33.1365,39.7788,48.8267,44.431,26.1908,45.4397,33.1939,35.0236,46.5152
FOXD4L4,1.4081,2.1758,2.2654,1.1268,0.8785,2.0949,1.5691,2.5739,1.8993,3.1324,1.0277,1.5311,1.9534,2.5839,6.8327,1.4807,2.7295,1.9459,2.3598,1.2994,1.6089,2.1004,1.2589,1.9361,1.4679
CTSD,205.9047,98.1845,66.31785,45.2261,58.1118,114.0996,99.4535,223.9036,215.6637,79.1461,32.5294,75.7567,67.6159,115.3002,58.5788,311.3049,152.4573,75.6245,49.0184,93.5842,37.7549,38.8614,55.0177,110.4014,55.1089
DNAAF3,4.9359,3.258,2.16455,1.6422,3.0649,2.662,2.0481,1.0417,4.3775,2.2527,2.1457,2.1297,1.3372,2.0899,4.8859,2.2497,1.8955,3.2762,2.4529,1.3946,88.5114,1.6114,4.2549,21.8322,2.0797
FUT7,1.9599,12.9527,1.29565,2.2798,1.8632,1.6568,1.454,3.0228,2.7371,1.9968,3.1963,5.1398,5.8654,1.6869,2.1,1.1989,2.5726,2.1987,1.6703,4.0146,1.5756,4.8173,1.4999,2.0165,1.478
PPP1R17,10.5182,5.1701,5.33755,1.0352,0.6666,0.7671,1.1322,0.7357,2.5833,0.5406,0.9362,3.4271,0.602,1.2508,0.7192,2.3697,0.644,0.5486,0.8364,1.499,4.4792,1.1282,0.5826,1.7551,1.113
GARS,42.1892,47.5485,53.927,37.9324,54.6214,43.3605,32.6824,131.0329,53.5274,50.9864,31.7289,72.7113,75.2255,41.956,37.7887,34.7306,47.6954,51.5343,41.7714,29.2383,56.2933,45.6343,31.1669,40.0725,31.2659
RPS12,953.3653,1496.7428,1085.31935,1349.3852,1375.8473,961.4388,1170.7871,862.0037,1138.9993,901.1227,1251.0602,1339.0722,1203.2504,1124.757,1133.7017,1100.9366,1107.0639,1478.8549,1211.3346,1304.595,1311.8548,1165.4713,1160.3634,1164.8074,1068.554
DUSP6,76.5487,149.0584,43.50835,320.31,81.688,39.394,190.2418,186.9643,224.8998,30.3783,124.9077,111.1095,68.2249,137.3949,62.3107,285.5309,319.0475,212.718,109.292,303.4977,21.3088,175.5811,84.584,226.3958,122.4569
PACS1,12.1476,31.1419,10.34045,2.6619,7.9333,12.9135,5.0838,6.0209,7.9129,7.2048,13.6292,23.122,7.7261,11.6451,14.2275,14.659,66.5935,10.0462,8.3792,22.9129,19.9211,16.7706,10.4208,25.7256,16.7344
WDR83OS,241.075,175.9298,131.56985,248.8895,117.8159,146.8532,126.353,137.4691,165.5176,225.03,171.9668,164.4655,162.2458,252.2866,206.9872,195.5719,236.7199,142.9372,132.5194,164.9002,112.7973,153.6984,191.3036,191.5029,222.8468
TMEM179B,368.4028,139.7437,111.8447,126.2161,171.4443,93.3165,126.8895,113.0191,134.1165,82.3064,105.0042,130.6874,170.3972,222.3653,204.4572,134.5855,255.1034,173.3215,156.574,147.6755,155.1077,128.0428,158.762,178.8364,152.3561
NAP1L2,5.662,3.4816,104.83665,8.8527,8.3514,18.9867,22.9909,0.8251,4.8942,0.9865,9.7652,4.8686,3.0132,0.8363,23.075,30.4834,2.6915,3.6397,4.0059,10.9481,3.6385,3.6589,18.8159,1.7955,8.3526
CDC25B,12.3929,115.6592,19.4032,10.8534,32.3578,6.6318,11.6815,17.088,72.524,10.3556,32.0641,51.3571,4.8328,46.5409,10.5147,21.3593,9.8905,21.8194,46.7245,48.1855,8.2094,110.9214,21.0913,21.8758,30.1328
POLR2G,42.039,43.3251,43.03965,60.5341,24.446,22.9832,29.9122,30.3228,32.3842,25.0923,30.5664,53.6793,30.6476,38.2961,36.9012,53.9642,34.162,30.4721,38.2305,45.1526,22.5485,86.1906,30.5403,30.6871,51.0374
RHBDF2,11.0065,31.3938,8.9369,5.4615,7.6742,6.9568,6.8922,7.4938,12.8727,5.8015,6.5632,25.718,9.4443,9.5303,6.4565,11.112,8.0001,15.7567,11.3908,24.1268,3.7194,10.5756,18.525,13.0506,6.537
B3GAT3,16.4315,16.6503,17.18695,10.9852,16.2636,37.092,12.9733,14.7236,11.0252,41.261,11.2186,14.8831,26.9339,19.6795,22.5619,15.9667,21.0313,18.0421,17.6474,12.819,11.3929,15.7662,11.4675,15.7163,17.0264
MCAT,122.859,15.2702,57.2581,36.5063,56.995,56.7221,95.2995,94.9647,43.4217,64.8342,67.6722,59.5615,59.9285,42.01,53.9309,62.7235,81.5724,76.5778,72.7265,40.9273,129.7826,67.0849,66.7014,102.7976,97.009
P2RX6,10.5569,21.0595,24.4218,10.5851,16.514,12.1169,16.3658,9.3341,5.59,55.8338,18.269,9.2821,10.1028,12.1604,17.8585,15.0376,3.5647,20.275,9.8581,18.7011,14.3571,23.1818,13.0077,13.1312,13.7087
CPA3,0.9233,24.1017,0.9174,60.2422,17.8805,9.6473,5.8485,9.0125,157.858,4.4633,4.2158,15.1348,59.2707,1.2929,26.2636,8.8737,3.5367,103.9232,17.3612,4.0829,3.6981,15.5317,3.0327,15.1421,24.1896
ILF2,33.5058,43.5788,23.3546,73.7498,32.0325,21.9611,29.0131,23.3701,29.7327,37.221,25.4799,37.9883,48.4577,49.5647,33.0672,34.5655,36.5223,26.3134,31.3946,35.0607,79.3412,94.7055,26.1595,37.1845,37.3952
CELF1,13.961,17.1711,7.07365,9.4638,9.0566,8.8209,7.9006,11.5962,8.3433,13.0649,8.3204,10.8992,7.8261,12.2454,10.3192,11.2677,8.9313,7.1856,9.477,14.0546,13.8862,18.7173,8.1927,13.1193,14.5135
SPRR3,1.1977,0.8799,0.64815,0.9385,0.8246,2.1011,3.1107,0.9058,0.911,0.8823,1.6585,2516.7059,3.4321,23.2311,2.3831,0.5375,72.3569,1.1433,3.4587,0.9229,1.1233,1.1373,46.3544,102.46,548.4192
CD200,9.3288,5.8364,44.7461,26.0083,5.1945,5.3642,21.4726,3.4955,8.1754,2.9506,21.9675,16.4121,5.6631,260.8063,8.7293,18.595,7.6741,7.4275,5.4391,9.0372,3.0507,29.2242,18.7319,11.9548,34.2703
KRIT1,18.1919,35.7724,31.1844,36.8176,31.0552,47.6,59.4469,32.0897,34.8118,25.0158,72.0026,18.114,26.656,20.6765,36.549,18.313,11.7024,38.1322,16.4429,28.6312,47.2284,19.0967,55.4762,13.936,15.2604
HBZ,3.634,4.0184,3.0694,2.6286,2.5653,3.6216,2.2532,2.5917,7.0167,2.266,3.6012,2.2553,5.2191,6.9552,1.8696,5.1002,2.8137,3.4145,2.3053,3.644,5.5037,2.0621,2.9856,2.7116,3.4032
ACMSD,1.5247,1.4315,1.32285,1.2236,0.7735,1.4385,153.5163,121.1305,1.5166,1.915,1.6515,1.0961,1.9982,0.8419,1.4432,0.8366,1.9704,1.4218,0.8506,1.4078,1.3431,1.1842,1.2011,0.9037,1.0197
FGF5,0.9422,0.6637,0.9186,0.7974,1.2245,1.1918,1.9056,1.4277,1.0136,1.3206,0.6194,1.1516,1.7793,0.9117,1.5927,0.7195,1.7125,0.5123,0.7083,0.9332,1.0381,1.3096,1.0625,0.7535,0.6469
PFKP,9.5997,19.4266,50.08015,13.8307,23.5316,79.47,16.8056,4.7224,16.445,9.2866,12.8939,25.4873,2.8739,16.5648,21.5566,44.9881,24.5968,18.1647,28.1528,10.3192,64.9477,26.4079,33.5439,37.6084,36.9633
MATN1,2.2138,0.9415,1.31395,1.1898,2.0793,1.0814,1.2315,1.6437,1.1214,1.3442,1.1383,0.7703,2.4498,1.0987,3.0922,0.755,3.0311,1.1256,1.1411,3.8901,1.4554,1.008,1.1,122.3624,1.5684
PKDREJ,0.7622,0.6746,1.1257,2.1233,0.9238,0.6865,1.0378,0.7679,0.894,0.5975,1.5145,1.0766,0.9085,0.6399,0.535,0.9254,1.4135,0.7754,1.0685,1.4602,55.9871,1.1544,1.494,2.0352,1.1411
CKM,7.9469,6.0609,6.89515,3.5586,10.1032,2470.7666,4.0681,37.7072,3.8934,3154.5308,4.6979,347.2189,5.9708,5.6099,43.5338,44.7876,90.598,8.1702,19.5895,4.8643,16.0114,4.9053,82.2989,10.2861,8.3701
GPR68,0.564,1.3123,1.2194,1.2944,1.2635,1.8514,1.0861,0.946,1.1571,1.5343,0.9199,1.5112,22.1272,1.4133,0.7053,0.7626,0.8712,0.8198,1.4983,2.2689,0.8252,1.2681,0.7146,0.9437,2.4167
KLF8,3.8784,3.8875,4.0368,11.2852,4.14,9.3116,13.5737,1.8207,10.1264,4.2218,8.1723,12.3391,2.4739,8.3929,3.98,3.8981,6.9492,11.7865,3.3528,7.1732,2.4265,4.6565,5.5116,5.9641,12.9609
NOB1,125.354,61.3896,45.667,93.3343,64.0834,22.9124,48.3079,65.1693,58.2128,46.3946,160.4529,118.7816,178.8879,45.8194,55.0108,56.8039,86.7,131.4748,79.2254,85.8046,56.9437,68.2102,81.3066,98.5349,127.583
LUC7L3,43.5148,161.4294,95.565,101.7222,86.0878,114.3747,229.9918,101.4065,94.6764,57.4406,356.4182,69.7082,94.6372,46.2949,130.1058,47.5652,34.9717,89.4151,51.1535,66.4569,41.0293,79.9825,133.0339,23.3484,52.1349
PTCHD1,1.061,1.6174,18.3943,4.6925,11.0778,0.861,0.7575,1.2991,3.2804,0.829,1.7275,1.501,1.9023,1.1392,13.8035,0.7234,1.5404,1.299,3.2072,1.6363,2.3285,0.8792,1.1348,2.3967,14.0971
SSX1,0.9236,0.7365,0.83495,0.7354,0.8365,2.2818,0.6104,0.8303,0.7544,1.0702,0.6496,0.7561,0.7602,1.0094,0.6699,0.5115,0.806,0.5928,0.7651,0.7224,5.0348,1.3481,0.9691,0.7786,0.7632
GATA5,1.3876,0.599,1.1231,0.9698,0.5424,1.1665,1.8598,0.7747,0.8981,1.0902,1.4552,1.7604,1.5467,2.0808,1.3917,0.8579,0.7719,1.2727,2.4897,0.8777,1.2078,1.683,1.7025,1.6852,4.0393
NFATC2IP,44.9193,98.7162,17.90795,35.2923,81.7755,39.7383,43.1875,48.5815,56.7309,55.0571,44.1272,102.3465,47.589,61.3221,46.9125,37.7729,43.0892,31.8662,80.4272,112.2889,140.4014,244.6179,31.0631,62.7719,64.3899
GDF7,0.626,1.5864,1.00115,0.83,1.4513,2.0602,1.5935,1.787,1.1099,0.9763,1.2034,1.2609,1.2204,0.5844,1.0765,0.9948,3.892,1.3669,1.5319,0.7577,1.1342,1.2498,2.1265,2.0443,1.4476
RASSF1,14.725,70.9086,14.22815,16.802,12.6522,10.8356,13.2222,9.3799,29.3427,14.0057,24.6621,33.5804,11.5754,19.1961,14.9227,19.4105,30.4204,22.9605,22.1076,50.9261,33.9621,25.1031,13.5042,28.4363,36.3122
EMX1,1.584,2.1469,3.06795,1.452,0.8416,3.0128,4.8654,2.5911,1.8398,5.6842,1.109,1.9317,1.4502,1.0187,1.5213,1.5221,1.9714,2.4995,1.7769,1.1013,1.3976,2.8356,6.8575,1.6421,3.0538
QRICH2,1.9476,3.104,4.13445,2.1764,4.1127,1.414,2.9073,1.8892,1.672,0.5398,2.4555,2.6143,2.0353,2.7714,1.9443,3.6238,6.4174,2.6307,2.4811,3.082,18.1725,10.7349,4.8064,2.2801,3.5639
C10orf62,1.4934,0.815,1.2705,0.6143,0.9404,1.0067,0.7717,0.8977,1.014,1.1643,0.6388,0.7135,3.0523,1.0328,0.9233,0.8155,2.0696,0.8472,0.8541,0.6519,570.5324,0.7588,0.6799,1.148,1.6216
RPS15A,2516.5507,2111.2028,1665.1838,2329.788,2557.2373,2042.1289,2344.3501,2366.0848,3105.4047,2765.5122,2473.9489,2562.2885,2925.6542,2334.0347,2752.906,3004.8289,2722.3957,2621.1013,2911.8561,2869.5807,2734.9209,3163.9521,2541.1262,2990.9399,2953.168
HACD3,126.7531,12.0682,154.6396,78.4751,53.2378,15.7898,86.1236,109.1576,48.4677,12.7904,60.5168,24.4221,55.5892,73.3325,86.6406,80.739,33.0801,30.9253,44.0388,35.2552,72.2709,39.8502,88.6706,43.5611,33.648
AKR1A1,308.6567,242.0885,193.2353,280.4991,286.8508,111.9436,1052.696,1055.5738,372.2804,110.09,231.3077,485.4079,375.8022,269.0051,377.8042,296.5553,639.247,339.5299,720.1181,278.5968,92.0273,298.5332,417.5006,653.3601,350.1242
SLC4A1AP,16.1886,36.9349,33.8004,17.6755,16.874,31.5543,22.8344,19.2997,24.5238,32.6836,30.1889,21.5071,16.7054,19.1262,19.9178,13.8104,11.0018,22.6786,11.7382,23.0921,54.3947,19.2497,20.3314,12.2781,13.189
THRA,30.5137,8.6325,88.6335,14.2823,18.1701,23.0595,15.1177,5.1944,15.0533,32.12,36.5647,6.5805,12.4888,12.1155,17.5805,33.7583,16.1747,10.2028,21.9536,9.1726,11.6988,10.633,26.5865,14.3436,41.4346
BSND,1.0023,1.777,1.6794,2.0704,2.4213,1.451,2.1332,1.1179,0.6366,2.4374,1.6378,0.8418,0.927,1.9717,1.832,0.5842,1.8459,1.0437,1.0709,0.8309,1.5695,1.3663,2.982,1.2868,0.6363
FOXQ1,4.3178,4.6948,3.69435,1.6915,3.9906,4.9995,5.284,3.9526,3.864,5.0735,2.6655,3.7945,11.3192,6.4736,3.638,3.0369,6.1288,3.6737,3.0843,1.8904,1.6864,2.5972,2.9224,3.7409,3.1481
WFDC6,1.7547,0.6605,0.60395,0.5517,1.0084,0.868,1.089,1.2127,0.6989,1.2278,0.781,0.5579,0.6858,0.692,0.7944,0.8621,0.7508,1.6909,1.2983,0.7324,59.3692,1.5834,0.762,10.1613,1.11
MED13,2.1575,10.8385,3.6697,4.9146,5.9397,2.6293,4.9759,4.4806,2.7667,4.5388,3.9342,3.9031,7.0375,5.9709,5.1793,3.0196,2.9264,3.3144,2.9432,3.65,11.6203,5.2645,3.8918,2.9529,1.9974
C5orf51,22.0137,26.2664,23.31235,19.4253,24.9144,18.0748,24.965,22.029,15.4848,13.3416,21.6198,15.7185,29.3674,26.596,26.7752,23.319,18.4048,18.1054,18.3177,26.9794,28.8988,18.0664,24.7659,20.1079,11.8891
TCAF2,161.4724,34.5564,173.92215,18.022,119.4031,942.9479,125.0295,84.3944,19.5079,481.1617,25.7297,41.7052,41.4377,26.4176,65.362,43.0475,56.5821,50.5815,84.423,25.4892,30.3724,20.2903,25.3894,37.7248,27.7234
ASB6,24.0062,26.8494,23.2812,9.5193,7.2704,5.1661,12.3925,9.8893,12.7331,12.3547,12.4681,17.316,10.8344,22.0359,12.1532,24.2149,17.5434,13.8952,9.4293,23.212,15.6072,21.5408,13.7099,17.1745,20.2542
NEK8,6.2734,8.4162,3.0539,6.5867,3.9908,2.789,6.9874,7.162,4.9435,7.6617,3.4174,10.8183,4.2465,7.286,6.5878,4.855,5.4408,5.1181,4.4304,12.418,5.0901,6.6611,12.8196,13.2715,4.7506
CCDC3,21.9359,2.3325,33.5134,16.7222,11.5992,25.7993,16.0384,30.3989,35.716,36.9246,190.4299,11.4623,2.59,30.3081,44.3549,40.4434,10.6606,114.4359,34.6198,64.22,22.8988,77.0354,25.4821,44.7497,102.5211
TMSB4Y,5.4696,7.7046,5.14355,1.3942,3.587,2.8375,1.6364,3.8174,2.9211,1.5543,6.2532,4.3637,1.4346,2.5119,4.6861,4.2968,3.2968,3.6194,1.9394,3.9342,8.9924,2.4906,4.9305,4.6446,3.8178
WBP2,543.967,255.6583,1092.58235,126.523,102.2257,175.9509,176.0711,182.9812,194.029,184.2962,223.4381,209.8293,205.1188,247.1902,240.2798,554.5092,202.3309,245.8393,149.29,284.7606,316.3672,188.8417,192.3687,264.1111,223.2545
CDKL3,4.426,1.1019,17.3405,2.7502,1.4968,4.4907,2.1235,2.8858,3.7744,6.5054,7.9441,4.3607,3.0586,2.5009,2.7954,4.8557,1.4335,2.6381,3.6215,1.4984,22.2539,2.2625,6.4118,2.1452,3.1011
ST3GAL2,4.7926,6.875,3.56255,5.3175,3.2634,6.071,2.3097,2.8339,2.5136,3.2716,2.788,4.5853,3.0763,3.6859,2.0141,3.5611,4.3604,3.6909,3.9686,4.4736,1.9297,3.6012,2.8985,3.1661,4.8755
RILPL2,49.2411,311.4512,40.72215,70.1232,32.1074,37.2593,100.9583,34.4901,139.3026,27.7229,62.1911,124.3219,27.0028,64.6567,113.7846,72.0466,136.8671,72.081,59.2256,208.0778,23.6847,97.7891,181.9036,140.2229,171.5428
NECTIN3,11.8464,5.3793,36.8178,16.6427,82.95,18.0016,32.8938,54.1272,33.4998,9.6935,87.3162,6.9432,20.9112,431.0651,50.4132,34.7067,9.4508,20.1921,61.9882,11.0371,164.1501,2.9578,116.2153,8.7725,12.6255
OR2F2,2.9193,5.9083,8.83095,2.2616,4.9928,6.1081,3.4779,1.9145,2.6624,5.2369,2.7154,4.2128,2.2202,1.8726,4.8673,3.5286,3.1558,6.4225,3.6954,3.1035,3.1135,3.0705,4.8543,4.289,4.9845
DEFA4,7.6179,11.1405,2.337,1.1992,1.6168,1.2564,0.8167,12.5736,25.6314,1.0949,1.3534,1.4338,2.3707,2.5393,0.7463,4.2306,2.8726,1.4079,1.13,18.9628,1.3367,19.3561,1.7864,2.5319,1.8785
STON1-GTF2A1L,1.1972,1.1572,1.46525,3.931,1.4723,1.2165,1.646,2.2394,3.2792,1.403,2.5804,1.2599,3.72,1.1656,1.9074,0.9688,13.3163,1.4965,1.2621,1.7037,80.4251,2.9329,2.1143,1.8837,1.7991
LAMB3,4.2853,1.7767,1.1675,13.2555,4.6683,0.9483,3.1009,2.2726,5.0559,2.9878,2.4124,8.1743,1.0341,10.7579,8.981,1.2739,5.2848,4.5123,4.0509,0.8283,1.6363,2.9375,0.8408,10.7746,1.7367
RPS17,1862.8744,2082.9139,1443.07595,2174.4779,1836.4693,1266.4329,1914.9899,1712.4423,1703.8027,1371.5087,2089.2551,1979.1436,2417.2328,1452.2951,2032.3509,1876.9395,1989.095,2120.6754,2101.3218,1930.9004,1857.1151,2276.7724,1800.0303,2010.4536,2022.4193
TTC12,13.159,8.2811,3.87455,23.2538,9.608,12.6461,19.9097,6.2878,7.3888,2.6991,17.0159,9.8076,4.2883,5.9617,16.7749,17.3498,11.5482,4.6662,6.991,5.6992,207.7963,3.1166,24.1531,33.0916,7.0266
S100PBP,48.2251,57.5708,40.32595,39.3696,39.0819,19.4951,41.4195,22.1444,33.641,20.1597,91.7648,54.2745,18.6808,47.0065,43.7163,59.1095,36.1769,28.583,35.4556,73.7098,245.5401,87.733,56.1892,35.8906,61.6956
NETO2,7.7319,3.4054,9.80005,13.5349,7.539,2.6061,2.3138,0.7539,5.602,1.8464,5.8894,2.3621,10.6844,1.6203,2.1801,15.3032,7.1751,2.6607,3.0582,24.6708,9.1534,6.7207,9.8097,1.3852,1.1742
ZC2HC1C,2.5308,1.4663,2.7548,2.9665,1.5884,4.5527,5.8188,4.5076,2.8329,4.211,1.1947,1.7132,3.597,8.7613,1.541,2.3458,3.0684,1.514,1.6446,1.1755,112.3166,2.7699,7.73,6.7884,1.4703
RNPS1,307.4762,290.8324,307.79965,223.824,254.6782,180.7703,218.7746,121.962,166.2136,252.9917,324.2935,284.5379,175.5552,306.1587,285.7257,322.2705,196.403,208.1929,306.0041,335.3147,1058.1896,373.9741,266.2225,248.3877,349.4148
MAP3K19,0.4976,1.5962,0.99035,0.8376,1.0869,0.8161,1.3723,0.9799,0.6799,0.9545,0.7331,0.8469,0.9338,1.1893,0.904,0.6974,0.8144,1.2593,0.9555,2.1419,15.2084,7.904,0.5195,2.7682,1.3588
SEC61A2,8.2498,7.1221,64.40865,6.8361,2.6755,16.466,8.2244,15.7132,4.6621,10.7505,6.058,6.2145,4.3978,7.497,6.822,12.1261,2.8283,1.7094,3.2427,5.8255,92.302,23.1307,7.4987,5.3902,6.7936
CPE,94.8383,0.9327,684.23145,142.2771,23.5425,53.9141,30.6481,20.9372,51.8906,32.3525,59.9867,61.3025,97.9498,3.5457,469.653,229.5816,74.0156,138.1497,40.4859,6.1307,147.8908,55.5697,250.8589,79.3374,119.788
CCDC15,1.1071,6.544,2.52005,5.7525,3.3752,1.0488,2.4863,1.6456,3.8381,1.7616,5.8064,1.6951,0.8758,1.0265,4.2094,1.394,1.8878,6.6009,1.627,2.6182,16.7915,3.0959,3.1124,1.1962,1.6152
CAAP1,63.8389,34.9602,32.16185,49.2223,102.5283,25.4047,95.4961,86.5214,42.6211,33.27,32.6204,48.6672,61.7677,29.9513,53.1263,43.6929,44.5108,35.6977,62.0172,53.8383,98.9395,53.2099,134.1621,31.6914,25.5866
EDA,15.541,2.8235,2.807,2.7156,4.6535,6.9162,3.3627,2.0919,3.3976,4.8441,7.0701,2.8277,3.257,3.1716,6.225,3.8742,4.9232,5.3857,3.0521,2.8285,2.1555,2.4411,8.8786,4.9347,8.1491
GOT1,82.3649,13.5351,131.9586,28.4474,106.2802,839.237,170.9066,371.2237,27.3556,497.3293,26.6395,93.8792,50.0347,46.1187,42.3892,112.6927,129.7558,36.347,109.4554,32.7622,150.641,39.1434,45.2255,75.5549,30.2995
FBXL20,19.1757,5.0686,13.6996,16.5761,5.4432,9.9965,15.6373,15.1915,10.5795,13.1257,14.389,9.5133,12.2906,18.4075,12.6543,15.4131,8.428,17.8272,6.2658,13.9534,80.2783,24.7588,9.915,10.6245,22.875
MPP3,2.542,1.2329,2.9135,2.7835,1.826,9.7293,1.4074,1.1625,6.4085,0.6462,2.4437,2.3621,4.6429,1.8942,4.0442,3.0056,1.5431,1.4719,1.4211,2.2607,1.5485,0.674,1.9091,1.9386,3.4934
ZNF706,141.75,166.097,155.9777,195.9883,162.8142,112.8041,123.5532,128.951,172.607,167.6853,120.7536,222.4733,328.3253,195.216,124.8435,156.2465,149.6335,240.5123,182.0503,212.7748,126.5305,192.2287,157.3937,143.54,134.0864
DAP,444.1223,220.9241,143.43375,233.0783,260.9967,77.3528,322.846,448.2076,282.1371,28.6256,209.9849,201.8651,760.0887,465.4867,398.5716,354.2539,584.2903,211.4469,353.148,218.8688,316.4589,207.6989,466.9772,471.8529,323.1455
GABRP,1.0546,2.4252,1.1397,121.4235,1.7011,1.1644,5.3912,9.0481,2.9419,2.7085,2.302,91.227,4.3687,2.2845,15.8851,1.407,6.8115,9.1208,8.9501,3.4553,1.2197,3.5933,1.7487,73.2188,30.9644
SOX1,6.4496,1.1274,17.48135,1.3895,1.2245,1.8641,1.2829,4.2953,1.8262,1.3158,0.8192,5.5216,1.564,1.4424,2.2444,2.9638,3.4787,1.5642,1.5624,1.1844,2.5175,0.9781,3.2186,13.5917,1.3388
BLOC1S6,13.1095,23.5104,11.2628,25.1131,13.5631,10.4289,14.5733,12.3616,12.312,7.5972,15.8007,13.6219,11.9856,6.1708,25.4052,11.7,9.0178,10.9968,12.7776,18.9036,13.466,10.6494,21.3837,9.138,9.4207
IFNA2,0.932,1.5299,1.68295,1.0658,1.5929,1.4248,1.3169,2.6402,1.5739,2.3271,2.414,2.0493,2.7978,1.6116,8.856,1.0803,17.3098,1.2414,1.9382,0.9099,1.0695,1.2567,0.979,1.7381,2.619
NDUFA7,552.6145,220.0256,372.01955,241.7861,379.5108,901.1067,357.9293,337.3163,272.759,1244.6142,169.2543,282.7242,293.5913,262.1894,390.8218,468.3343,240.414,172.6758,332.6671,343.8834,274.3468,412.2801,366.1709,303.7068,183.9549
C1orf216,5.6207,3.9102,9.9592,6.4754,3.6408,4.1498,1.4812,3.5855,3.2488,8.0189,2.7608,2.3632,1.0231,2.0281,3.1637,9.985,2.006,4.2268,2.9203,3.3205,6.1386,3.5401,1.9111,3.2427,8.3938
HSD11B2,6.2318,3.8215,2.01205,3.1401,108.2454,3.2599,78.9092,3.0345,2.3871,2.3703,7.7466,4.2418,5.3433,98.387,6.8466,3.0116,80.4134,6.9155,42.2123,4.1524,1.4139,1.4844,8.1935,6.8136,16.8098
IRF1,8.7861,83.4538,7.7985,27.9179,33.9505,7.5625,11.9777,7.9839,15.4054,6.172,11.9103,25.4508,3.3167,37.1275,14.4125,11.9833,9.5428,10.2677,32.0695,78.3728,5.4429,43.5866,11.1055,37.9337,17.3695
ANXA5,501.0288,424.9106,452.54685,405.1673,228.9134,234.5381,401.6061,329.0256,829.3568,126.1824,400.3021,232.6291,359.4851,921.0203,441.4217,641.295,464.298,625.2744,260.8744,353.4688,376.2762,187.5998,426.748,379.3106,525.0461
OPA3,17.9713,6.7156,7.0053,8.1426,6.4669,13.8326,12.2039,10.8787,7.2558,22.8406,8.2293,9.3221,3.9001,19.5779,7.2765,13.1484,7.8793,8.1975,7.3522,14.3141,11.5244,12.8738,8.9964,8.6633,10.4893
DIAPH2,3.1351,36.6075,5.5926,13.3675,19.9329,17.6522,10.9034,23.6431,39.1878,16.0378,36.1382,4.0607,12.9535,15.1742,9.7964,2.4955,3.145,24.5988,6.3705,5.4979,12.2207,3.0945,6.0231,4.6112,2.4453
TCTEX1D2,6.2417,6.7223,19.7617,9.3579,6.5429,2.5725,9.0073,2.9908,7.0553,2.6074,14.515,8.39,6.992,3.9588,7.4508,10.9858,3.8211,5.867,6.745,5.5248,37.4354,18.1854,16.6321,22.8166,10.1473
UBFD1,55.4793,18.7691,36.4197,7.3434,15.3827,21.5434,19.1729,35.1229,7.1148,71.2619,39.9787,21.7642,13.9715,23.5211,29.2054,36.6947,20.3109,17.7168,14.1154,20.2839,85.015,51.9187,26.9245,24.8318,30.5789
GABRA5,0.6502,0.7866,22.6294,0.9121,0.6637,1.1216,0.7116,1.415,0.929,0.4474,0.4866,0.7578,0.6998,1.3444,1.1782,0.5441,1.7777,0.6785,1.1189,0.6078,0.9178,4.6587,1.6038,0.8113,0.7212
CA9,1.4068,1.3647,1.07825,1.1293,2.3531,1.029,1.904,1.7768,1.0366,0.7636,1.143,0.7456,45.5563,0.6949,2.8199,0.8439,4.3268,1.2667,33.8317,2.123,10.3311,0.6719,1.5124,1.0512,0.7215
MMP20,1.0112,1.3923,0.6878,2.9762,1.3251,0.7234,1.4645,0.5637,0.707,0.9466,0.7556,0.9394,1.6212,1.652,0.9989,0.5418,2.2384,0.9759,1.3106,1.3195,15.3096,1.5344,0.6686,1.5532,1.0206
GAN,1.3682,2.0815,5.2746,2.9791,2.25,6.3701,3.9719,4.4364,2.8733,2.1046,2.5126,3.3653,2.296,2.8161,5.0173,2.1192,3.5083,35.1822,1.92,1.7647,1.9048,1.6602,3.1605,2.5641,3.2667
