gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
CCDC97,23.7828,31.4116,23.1034,19.0012,21.1382,16.078,15.7684,12.7203,22.0131,38.7972,28.3514,40.6729,20.9798,39.2695,28.0973,26.8224,33.4984,30.6498,25.2814,44.6785,51.0233,50.7135,23.3611,40.6657,42.0841
RAP1GDS1,1.5041,16.6307,10.14965,6.5393,5.5869,2.987,3.1328,7.3561,5.4736,1.0143,7.5366,4.8752,5.3025,0.9608,2.6695,4.777,4.7381,6.7075,5.4034,5.2793,4.2812,8.8063,3.4642,2.1876,2.8787
ITPK1,36.8494,51.2226,97.831,16.2726,31.7895,28.283,16.8101,30.8194,30.6143,21.1327,23.3892,16.2648,19.9782,60.6857,27.5504,44.6178,18.5454,25.4087,55.5565,32.5928,26.7794,15.6594,23.8317,24.4193,57.1352
SIM2,1.8085,1.2031,1.9111,0.7972,1.1329,1.3148,22.8786,1.0324,1.0021,7.4714,0.789,21.1465,1.1233,1.2184,9.4531,0.998,1.3376,0.8133,1.1837,0.9529,1.0207,1.4283,1.2578,1.5825,0.9571
CDKL1,3.4289,4.5826,4.2945,2.6505,6.9577,16.3454,18.8686,1.5174,8.4348,1.3494,15.3191,2.4793,3.5272,1.1872,3.3103,1.9233,1.1606,4.263,5.8171,7.9779,1.245,1.6925,5.4664,3.101,14.8246
BCAP31,222.0014,154.4487,125.6127,210.4252,132.3219,72.3121,118.6507,143.03,172.2877,37.6691,80.6748,149.9706,177.467,219.5637,197.1016,222.9094,197.1332,186.5704,170.6037,139.2036,165.4716,167.8501,144.4429,166.7426,162.8456
FAM81A,1.0635,0.8058,39.2076,1.4286,9.7664,6.4653,15.7248,0.6449,1.3033,1.4892,0.8069,2.6189,0.6603,1.4761,3.3763,2.5036,1.2054,1.8424,2.9419,0.8302,3.2983,1.1158,3.6462,1.8525,1.0566
DNAJC5,3.0959,2.9322,3.12805,1.8317,1.7517,2.5212,1.3595,2.7605,2.0862,2.4246,1.3268,2.912,1.9512,2.2529,2.1641,3.6143,3.5552,2.1564,1.8793,2.2314,2.1353,2.3147,2.4813,4.3025,1.1121
MSANTD2,5.3363,6.2407,4.82935,10.2946,4.1775,4.3545,13.6049,3.5886,7.7141,3.6907,12.5789,5.9396,9.2198,10.3129,7.1112,7.3383,6.3318,5.0799,4.3622,10.5342,3.3978,9.1061,17.5275,4.1488,11.6908
NDUFS2,142.2432,50.5897,88.7491,75.3843,115.7571,315.8174,116.3892,198.7266,58.8725,366.3814,73.2655,69.4249,72.2581,87.1801,70.0254,98.9014,96.1266,64.6269,119.606,54.471,54.5852,73.8961,69.9706,63.6186,83.3614
RB1,179.7428,203.3375,232.37715,173.8104,135.5779,146.6714,254.4733,157.8667,248.9936,157.0093,157.0129,146.7676,86.118,69.5153,160.4782,132.7165,105.7292,125.7445,186.5346,273.879,122.1051,174.1503,216.9502,74.0892,104.9627
MORF4L2,1178.177,322.2141,1699.43445,748.8021,904.9477,899.204,1223.9673,705.9564,764.4948,805.2501,1240.1826,465.8492,574.8806,1375.4695,1052.6443,902.185,545.4278,558.7523,720.4105,645.7179,1864.6738,561.5728,1103.2425,629.0754,999.6133
ATL1,1.9834,2.1484,53.8344,9.7304,5.8882,0.8999,3.294,0.8533,6.6363,1.6594,10.1493,1.9964,1.6431,0.53,8.7254,3.5946,9.3266,9.1156,3.3405,0.6463,10.1163,0.9812,2.5709,4.2438,4.8741
RAB37,2.8937,49.1151,6.1952,3.823,4.8566,2.8699,2.7539,10.2725,5.1997,2.8655,2.5983,13.2454,5.5875,3.6653,3.1749,5.2765,4.8734,3.2083,5.4189,26.4669,2.3917,24.6124,2.7968,10.1321,3.9693
SEPSECS,6.112,11.3024,4.45,5.3647,8.5599,5.5289,11.7433,19.5391,5.2048,3.6656,7.1442,5.9998,8.3326,3.0929,5.9489,4.3558,5.5133,4.9666,10.8262,7.0472,11.6679,9.4813,7.5612,5.1238,5.4717
P2RX5,3.354,110.8132,18.852,7.3594,7.3453,19.4419,1.7488,8.3826,15.7209,46.8338,2.2904,240.7862,11.0134,3.3005,5.5135,5.6812,14.3073,1.9016,14.011,397.858,6.0633,129.572,6.8702,20.7308,1.7001
PEMT,54.4765,19.4093,31.0672,63.9965,20.9996,20.4674,18.4862,109.3966,35.4703,32.7072,30.7543,29.0679,45.183,43.9542,40.626,56.6162,58.1084,67.6976,37.0298,17.9635,74.8191,56.2675,53.1501,43.9119,60.6425
FAM98A,9.283,3.2498,17.911,15.1754,8.2769,32.1107,14.3303,13.1837,10.9022,39.3434,14.9326,7.9491,15.4339,22.5453,11.1265,8.9815,13.6331,11.9079,5.6057,9.4977,28.5391,5.7084,11.4379,8.1676,8.5978
CLEC3A,0.8751,1.0827,1.1827,1.8316,1.8446,0.69,1.1616,0.9729,0.8632,1.0843,1.6058,0.9562,1.3919,4.1693,1.1526,2.3497,0.6707,1.0193,0.5573,0.5126,1.1257,0.7859,1.1746,8.1832,0.84
TCTEX1D1,1.0631,1.406,5.1799,1.9842,1.4283,2.3072,1.1606,2.0579,4.6693,1.0435,2.1472,1.0222,3.5136,3.1103,1.6536,2.0595,5.1684,1.0395,1.3576,1.4932,1.4685,1.486,1.8864,1.9452,2.719
ANKRA2,21.3106,30.5825,18.3337,23.6068,24.9648,20.3675,25.1816,26.113,19.1997,12.8169,36.0962,16.5056,22.7956,26.6677,26.6827,21.8091,14.012,9.347,17.9598,21.6389,21.2464,22.055,34.7933,16.6579,14.5895
OR8J3,2.2388,2.1906,1.9133,0.9681,2.3887,2.7047,3.1255,1.9512,2.0371,2.4188,1.2898,2.5132,0.713,1.5887,2.867,1.6528,1.2996,4.1281,2.8451,1.5068,2.4043,0.8988,1.3931,1.3512,2.1796
DCP2,19.6265,65.7589,46.55205,43.9681,25.2881,21.076,46.3739,36.8695,43.7207,15.1709,85.3189,38.4552,13.6354,93.977,48.9393,17.6189,11.1382,29.8231,18.384,73.2898,18.3703,68.3479,43.9133,12.8535,18.2318
NEUROG2,59.0047,32.2123,82.8455,35.6816,79.4491,170.9382,53.2103,53.0304,54.3538,91.3305,26.9995,46.4699,50.6961,67.1475,45.325,43.4687,1498.8261,60.6748,60.4614,30.7236,43.0195,31.7383,39.6022,85.5932,47.1693
WDFY3,4.1704,4.9098,4.9325,4.718,3.4586,2.9328,9.281,5.0102,4.2407,1.9402,3.8611,2.976,3.8707,4.5139,10,3.2489,3.7204,3.9697,3.1819,4.3917,3.0735,1.71,4.5746,4.3017,3.9079
TAS2R20,1.8672,1.8414,1.98465,1.9478,1.4188,1.056,2.5437,1.2686,0.6659,1.3315,2.7078,0.6064,2.138,0.9672,1.4927,1.035,1.1487,0.6239,0.7989,1.0712,0.6553,1.2185,0.945,1.5292,1.7215
MRPL16,154.8104,56.1418,75.99275,83.4792,117.4379,171.5408,95.2567,165.2408,90.7597,181.1679,110.1508,122.2101,84.8639,48.1363,60.8784,112.8526,138.1573,69.964,194.6546,107.4217,97.7781,139.0062,59.591,98.296,145.7775
ASTL,1.1612,1.2006,1.36335,3.1364,1.2391,0.9442,1.4772,1.8869,0.9426,1.5726,0.9614,1.0262,1.6059,0.8397,0.7258,0.7865,1.0803,0.6338,1.2018,1.8793,2.5278,0.9246,1.0635,1.4869,0.8417
OR2M2,0.6615,1.6144,2.52905,1.0597,1.7486,1.8552,2.1125,3.2904,1.6809,2.7913,2.7834,1.2831,2.4511,1.4256,2.0034,1.4747,2.4316,2.3944,1.5061,1.8147,1.4384,1.6611,2.1095,1.048,1.2692
NXF2,2.2267,2.7773,2.50595,0.8898,1.3976,3.5595,1.9074,2.2193,3.4474,1.67,3.6755,2.1546,2.1872,2.1041,2.4183,2.2763,2.1349,2.3705,1.8976,1.2837,76.5877,1.7041,1.7971,8.6133,2.4894
SCNN1B,1.1705,1.577,1.03745,3.3208,37.4522,1.8488,16.5062,0.698,31.6578,0.7971,0.6312,11.3347,1.4263,42.1885,5.9065,0.939,27.685,8.6531,1.7594,4.2246,0.9832,0.986,7.6187,19.9891,3.8931
GFER,20.7382,23.2327,6.28445,10.4946,17.2971,9.3148,8.1642,24.8684,13.1139,31.1152,10.5194,21.6239,26.9489,23.594,9.7181,12.3076,37.9641,12.9358,33.1358,19.425,30.1825,13.266,13.3114,31.3483,17.313
AKAP8L,96.7517,124.015,71.48475,64.8407,42.6641,66.6234,54.5332,53.974,58.1214,90.0289,71.3102,76.9513,41.7543,84.7148,77.9734,110.2163,61.352,45.5805,48.5125,78.9016,133.3381,136.5892,78.4973,77.2212,76.8125
CCR4,0.9687,3.2324,1.44975,2.2515,1.0751,1.3438,1.6374,1.7153,1.909,0.9823,1.0582,2.8784,2.7566,1.2097,1.2413,0.8519,1.5974,1.2606,1.003,3.2012,2.992,4.9106,0.8978,1.0146,1.168
FAM234A,120.9979,38.5408,92.6865,28.5324,84.6124,151.7899,52.463,61.7345,55.9681,164.0931,61.686,49.8652,71.2856,100.5126,76.122,89.2412,54.5055,68.4988,139.4673,41.9143,72.5697,38.1735,71.3477,64.2688,95.3728
CENPE,0.8826,1.5079,1.97375,0.799,1.997,1.0265,1.7608,1.8776,1.4326,1.9293,5.8879,2.01,2.5785,0.5636,0.6536,1.4448,5.1981,2.4121,2.657,1.2187,2.9966,3.9356,0.85,1.0109,1.3246
ZNF518B,26.7759,19.1312,34.143,26.2978,22.0996,34.9161,26.6124,16.0821,21.9407,29.7478,72.4527,18.6743,5.8222,28.184,41.2062,19.1177,21.278,22.6055,21.6886,31.4014,39.3881,18.6229,47.6778,11.8818,21.0961
C1D,36.8884,29.2309,41.9106,24.2978,24.4391,65.5335,71.7868,30.3615,25.1915,44.9067,48.356,29.0834,30.4545,28.9479,45.0635,30.4229,28.464,17.234,16.4483,41.5743,34.0524,27.8071,47.1999,23.7728,23.3404
FUT3,0.6701,0.6445,0.9961,1.6693,327.9182,0.6796,40.5642,6.8764,12.1157,0.5914,0.7788,214.6444,31.4403,2.0262,7.6081,41.0573,39.8025,1.2646,194.0329,0.7045,6.9107,1.5138,2.7301,191.1395,5.8728
KRT85,2.1383,3.7449,3.42705,3.4087,4.733,3.1575,3.2657,2.6907,2.6409,2.3704,3.7468,2.5702,1.1869,2.6122,3.3243,2.6743,1.6167,90.1667,5.0167,2.8169,9.2719,3.2269,4.8802,2.9256,4.2165
LRTM1,2.3288,1.7794,2.5016,1.6072,2.7893,7.2171,1.8816,1.152,2.0256,2.8438,1.358,2.2958,2.6135,1.4923,2.7628,20.3551,15.8899,3.5557,2.6036,7.336,1.2072,1.8696,1.9616,2.1024,1.3856
USP10,43.847,88.935,43.6712,25.7973,42.3719,48.3427,33.5922,48.6622,45.8762,64.2205,41.822,50.8545,57.2978,49.7458,62.2916,40.2826,31.2227,34.8422,46.5551,64.0876,41.9577,45.6044,35.5554,41.1141,38.0513
CNTN4,1.1161,0.8167,1.9706,1.5955,1.2915,0.9599,1.6169,1.0553,0.9753,1.6189,1.0057,0.9895,1.8233,1.4348,0.8702,1.1752,1.229,0.8618,1.0311,1.4334,11.2608,1.2359,2.0613,0.8425,1.297
TAS2R7,0.6694,0.6772,0.8779,0.5436,5.3289,1.8071,0.7666,1.8034,1.1321,0.6438,0.7264,0.5664,1.2374,0.8926,0.8819,0.5833,1.1199,0.6744,0.5136,0.8461,0.6642,0.9765,0.7965,0.9391,0.5201
ZNF230,4.9461,7.4618,5.9856,9.861,3.5075,5.3839,7.4426,6.8637,9.8571,2.7107,12.1765,7.9241,1.4934,5.5568,21.0369,5.7719,2.4045,6.4043,2.806,12.5781,6.6815,18.9874,9.9469,4.6882,3.9006
PLCG2,32.2051,52.3387,9.6026,11.9332,12.2404,10.0886,62.676,49.5808,27.5118,7.3856,7.225,92.6682,12.6508,25.4454,6.7518,14.5477,17.8049,15.8509,33.1631,117.5537,3.748,23.5126,12.389,21.6946,27.0741
LTV1,14.67,46.9925,26.5125,34.5705,29.6681,36.6314,31.4703,54.2385,33.9425,39.832,52.5456,24.675,35.421,11.7771,32.6511,11.7426,3.7515,40.3205,21.2042,23.9186,20.4978,11.9362,28.0667,4.7169,9.6495
PARP16,15.8249,14.14,4.08955,7.2301,8.0047,4.6549,5.8773,10.8638,7.2031,3.8992,15.6844,10.8293,8.7131,9.728,10.0079,10.4796,13.8758,8.0468,12.402,11.4098,7.5101,17.3727,10.128,8.3603,17.6589
CPEB1,7.9307,1.4522,50.37665,3.8734,3.2047,2.1199,1.2842,0.86,2.7548,3.4535,19.7278,2.0557,1.9157,1.267,2.9896,25.0944,2.5321,4.2089,3.3246,1.4619,82.7622,2.2276,4.0632,5.4669,11.6639
ADGRG3,3.5051,7.2677,3.04085,2.9516,2.3812,9.6381,1.2833,1.8813,2.9862,3.9,1.1909,2.6027,3.0487,2.7797,4.2563,2.0597,3.9427,1.5986,3.9632,3.4429,2.2217,1.5206,1.8294,2.2542,1.8904
FGF17,1.0381,1.9696,0.8633,1.4708,0.9006,0.8297,1.4201,2.2936,2.2577,1.1621,1.2419,1.5469,1.5497,1.3943,1.2709,0.8249,1.0916,1.3644,1.7559,1.2462,1.4607,1.5495,0.9896,1.5411,0.8231
CR1L,0.6555,7.991,0.9713,1.3677,1.3076,1.0597,1.1141,1.4388,1.5931,0.7624,0.8287,2.6959,1.1194,1.6245,1.2619,0.7329,3.6572,1.8219,1.2822,6.9817,0.6745,1.5764,0.6335,1.1816,0.9266
SELENBP1,19.7317,2.6818,32.9478,68.5404,501.6455,61.5913,49.2328,137.1306,126.695,75.8232,43.386,25.3926,15.8929,22.5381,51.1795,105.1375,55.5874,54.5757,88.2725,61.8451,6.0176,13.9314,199.1605,131.509,73.5048
GTF3A,164.4687,492.5694,212.265,178.0889,140.7251,630.0753,145.385,421.0683,229.0588,528.2824,145.8163,304.1976,392.8341,96.4759,172.553,184.4089,354.6811,249.781,206.7382,348.9688,147.0225,439.2504,153.9184,185.7643,150.6583
LZTS2,67.6075,11.1722,58.39695,34.2553,34.1036,32.0628,26.8097,14.3518,31.2227,38.076,61.2673,25.2721,15.0418,56.8948,57.1134,60.8996,37.1204,35.551,37.6122,45.4037,31.6352,28.764,45.9645,39.6465,100.6753
CD59,339.9253,40.8694,323.0785,715.3616,310.8949,668.5744,787.9342,458.1239,933.7798,525.1718,202.8684,452.6746,480.1253,2615.9435,383.2282,662.7705,973.4022,525.8646,266.6425,222.3007,328.917,266.6606,450.9495,728.1668,415.5011
TMOD4,1.3775,2.343,1.1101,1.2964,0.9759,1.5148,1.8755,4.0852,0.9978,1556.4448,1.0717,18.4973,2.2709,1.1301,4.8834,1.3286,1.8328,1.0795,1.4539,1.6384,0.8182,2.0015,5.4323,1.6164,0.953
EIF6,112.3596,78.3534,47.19025,87.47,81.4488,29.6007,80.1627,120.3257,63.0968,38.6931,62.2409,149.3152,59.3886,103.7806,71.083,63.8903,84.8524,128.5489,151.3817,71.9309,77.6616,83.2004,72.8553,115.0714,114.6611
GNMT,0.9861,3.0826,1.04335,2.8841,0.7095,0.9769,1.1346,34.5273,1.2438,1.1279,6.793,1.4245,124.3167,0.4688,15.5368,4.0361,9.912,0.6246,0.9227,1.1908,1.0942,1.8703,1.6731,4.8025,1.0335
THBS4,17.4762,1.7082,128.235,108.6771,77.3901,292.8727,7.7889,7.6617,12.3648,243.0487,49.0504,77.328,187.547,1.3254,44.5774,81.7472,34.7558,36.8233,43.176,2.7018,69.6196,32.8382,29.8885,124.8135,114.0955
ENDOG,40.6206,35.8935,35.22225,23.9858,56.7639,62.4622,30.915,47.4943,24.455,256.1224,23.5752,33.9878,35.6321,42.0574,34.0436,39.8741,28.9209,25.3918,42.4705,31.7137,62.7403,47.1746,37.1866,56.5334,27.8611
S100G,5.0555,1.2566,2.20145,0.9438,2.0778,6.5044,3.0749,2.7102,2.4464,5.4253,1.7096,2.4445,2.2854,5.1221,2.3427,2.0205,1.5793,1.4091,41.6216,2.6645,1.4714,2.0366,1.7992,1.5562,2.9225
DDX20,5.7072,15.5242,8.50345,16.2404,12.875,11.0808,18.2396,17.7957,12.704,16.3985,19.5396,14.0317,10.8808,8.101,11.6983,7.9779,2.8717,17.4392,8.1436,16.7963,250.9057,11.4804,13.4402,9.9931,11.0967
PARN,25.7976,29.7342,22.992,24.9882,22.1208,21.5997,25.1302,29.9898,31.5856,17.6056,36.0205,23.3782,15.5791,19.3009,27.2716,24.3185,13.8459,21.4071,19.4087,25.7647,24.7323,22.123,32.5416,17.2628,22.2444
KRCC1,20.8985,36.9081,45.08735,66.6157,67.0605,72.0885,79.9677,68.264,53.4287,44.3578,76.5678,28.7002,43.578,26.3263,44.7115,25.7297,16.0806,48.2335,25.63,55.3592,20.17,24.5628,77.0456,12.2137,22.4551
OR1J2,1.9829,3.268,2.2388,3.0464,2.2587,3.0376,2.8229,2.924,2.2917,1.4993,2.7934,3.0438,8.3988,1.6367,2.7686,1.9651,2.8334,4.4137,2.7903,1.68,1.7094,1.74,3.3883,3.2894,2.9245
GSTM5,8.1714,6.0233,11.9435,8.1537,10.0078,17.798,15.6869,3.4856,8.2525,12.0626,37.3657,7.9849,7.558,4.896,13.5665,21.8202,7.9196,10.999,9.7836,7.4811,6.7033,8.725,5.2175,9.3693,20.8725
ZNF573,62.0709,53.1731,73.2546,74.9389,47.2987,56.4218,74.4176,29.0564,61.2478,42.9872,133.9331,95.7483,73.7172,34.1233,97.6822,82.0233,29.7592,86.3045,54.0642,130.616,49.845,75.538,131.6498,42.8914,59.7136
TPI1,597.6186,296.1574,518.3099,191.3045,363.2972,466.9558,371.9961,292.3066,283.333,1192.7739,223.4526,456.7139,206.1514,438.4194,281.8035,547.0653,324.4035,313.655,525.6079,258.2958,308.6084,266.9441,315.9129,384.7162,332.1728
PEX12,5.3277,0.9901,8.77175,3.6839,4.3868,6.801,7.2607,4.128,4.3348,10.795,6.0468,3.4237,2.6163,4.0737,4.3155,4.7914,2.5428,4.4645,1.7203,5.1598,8.3182,2.8849,5.4702,2.0599,4.4039
GLIS1,7.7312,8.5857,8.5648,4.7546,11.9216,14.4355,7.7387,4.5492,5.5264,13.7982,6.5817,7.5047,47.6653,7.3602,9.3067,6.264,45.3903,14.7506,7.1812,4.439,11.0197,8.0631,5.3946,9.7801,6.721
CA13,1.6233,3.0281,1.7093,3.646,1.964,2.5541,3.3689,1.2676,3.9322,1.6793,1.1899,2.3356,1.3753,1.2712,1.476,1.8253,2.5035,1.6933,5.1557,3.1484,1.338,0.6513,3.4322,2.4821,0.7893
SLC22A11,1.6862,0.937,0.85255,4.6508,1.9425,1.0882,331.1116,3.9972,0.7328,1.1136,0.7711,5.9221,3.5513,428.1793,0.8571,1.8191,5.3808,1.313,0.9022,1.6007,1.7306,1.7309,1.7295,1.1937,1.3348
ZNF559,4.4637,8.0183,6.08395,13.0957,6.4424,15.6582,21.3558,3.404,11.2808,7.3157,19.6646,3.4854,9.4625,5.2842,13.4911,6.5109,4.687,5.4556,3.3813,8.3261,13.4867,13.8857,15.1179,4.0262,5.8605
NDP,1.8528,0.8307,92.32005,7.505,1.1106,0.9903,2.0572,0.8858,1.9166,4.3376,116.6279,1.0382,2.1426,57.356,12.0315,17.8335,1.5297,1.4051,1.9708,1.3712,3.7081,1.084,2.0328,2.2523,51.4097
IKZF4,2.0085,1.6472,2.8145,1.3302,0.7822,0.8564,0.7932,0.87,1.1222,1.5376,2.0422,1.2713,2.0098,1.0773,0.717,1.7114,0.782,1.9632,1.1923,1.4495,1.1221,1.9712,1.6414,1.3664,1.9497
FAM49B,23.4923,234.381,78.1377,38.168,41.0374,20.2112,35.5206,27.8105,52.241,19.8678,18.1809,69.4395,21.4821,35.6816,19.347,20.1806,21.5487,29.4613,40.619,108.9302,45.4328,71.2968,44.531,22.819,26.5537
CADPS,2.0749,1.2262,54.37485,0.9489,2.7951,15.812,1.0136,0.4579,1.0387,0.669,4.2336,1.1894,27.7855,0.7058,2.9481,27.0481,0.8823,1.3101,5.759,0.9848,2.5492,1.0157,1.1284,1.026,0.7944
TP53,7.8868,9.9013,2.3238,6.1687,10.2011,1.2117,6.4449,8.7358,4.8922,2.6721,13.2342,12.9102,2.032,13.739,8.6992,5.3572,5.1041,11.9604,14.0803,17.2742,5.3057,25.7819,7.5562,8.0467,18.188
SHC3,38.3362,0.5916,69.38625,1.6144,0.7221,0.6442,2.5219,1.2316,9.9368,2.0808,0.4285,0.9849,4.9396,0.8191,1.874,5.1713,15.0227,3.3171,0.529,0.5334,0.9881,1.1159,0.8512,3.6358,3.9066
EIF4B,164.2017,265.7759,126.3649,200.4344,119.4408,165.0084,128.396,176.5549,155.1221,169.9142,381.8384,199.7378,314.7352,87.1409,234.8413,146.5606,245.2436,190.5356,113.3086,145.7131,140.4076,136.4239,174.4816,180.1312,171.0153
RD3,4.012,3.9103,4.9649,2.7315,4.3252,5.7158,2.4093,9.925,3.4929,6.3501,2.4307,3.0361,4.7939,3.1391,7.6908,5.6942,5.2004,4.2021,2.7691,3.4393,1.5643,2.7115,2.721,2.9792,3.718
NR1H2,54.2724,56.033,34.12145,27.7838,29.8725,43.5303,25.2476,31.6746,43.3776,95.4477,29.388,42.3122,27.1988,77.0868,38.1046,54.4245,48.4942,41.1499,35.1595,53.6465,36.3391,42.221,34.2908,48.0324,71.857
DCTN6,113.6113,56.0847,221.3905,127.9924,84.5527,165.0316,104.0572,81.5638,75.6862,67.3353,101.1417,62.1111,73.29,109.6484,84.257,83.2897,65.2373,65.1023,67.1428,71.7469,53.2849,46.5808,119.393,52.3246,66.3652
GLA,49.4454,35.5692,12.4416,58.7693,15.1632,11.8249,24.0427,24.8746,47.7563,12.3029,28.914,25.9145,9.2982,43.546,27.826,30.7589,33.0256,29.8045,32.6576,26.2986,8.9893,40.4866,22.0516,30.3489,39.0624
IL4I1,2.0298,1.8323,1.676,1.0175,1.8583,0.8667,0.8145,0.8057,2.363,1.2494,1.7796,4.7079,0.9674,3.1575,1.4401,1.8322,5.5682,2.5975,3.0221,2.2524,8.2659,5.6727,1.1367,1.7976,2.6915
TEAD3,29.5533,41.3511,28.0669,33.4208,35.2193,19.514,16.7821,21.9432,27.1496,83.5184,51.5881,62.5236,80.4153,36.9081,33.9612,20.4542,68.3502,58.1076,40.4238,37.5659,14.4523,39.2549,22.416,50.6989,54.1791
SAMHD1,21.0988,166.5844,21.88465,31.8537,22.5289,13.4991,10.375,16.4676,90.7129,13.6921,29.3702,25.4961,16.2332,12.6847,11.3101,21.0857,5.3312,44.2633,29.6796,55.9942,7.9796,18.7997,11.0148,22.4913,10.7598
FMO3,33.1513,3.0407,5.93525,29.0196,5.0461,8.8642,71.9325,937.3463,99.8835,11.5549,3.9588,29.4507,10.4778,2.2359,2.7906,52.5333,13.6527,28.8061,6.8868,3.6844,2.219,7.5215,6.8353,33.3653,8.2201
RPL23A,1542.5925,963.8464,1440.2543,1224.2938,1791.9572,1408.0002,1661.44,1309.7482,1404.2691,1375.8013,991.0426,1436.1918,1769.7798,1407.1517,1804.5799,1506.5669,1552.944,1328.5601,1541.3152,1612.3236,1578.5054,1589.9522,1742.9251,1694.435,1339.9739
PRKCB,1.4216,99.7783,66.81245,2.4129,3.955,0.9583,2.2465,2.8556,10.6972,2.1454,1.8054,32.6043,2.6135,11.4907,4.1542,12.127,2.3343,3.5015,7.7753,62.8581,10.4228,62.2773,2.9672,3.7619,3.2587
AGBL4,0.9675,1.0002,1.3815,1.2077,0.8891,0.9194,1.271,1.7307,0.8899,1.4094,0.8477,0.7652,1.7475,1.4179,1.0968,1.7664,2.198,0.6869,1.0465,1.0234,1.3133,0.8662,0.9768,0.9516,0.717
STAT4,5.0051,198.2234,48.1209,17.8932,16.7553,22.5519,14.9075,35.9949,22.53,4.274,16.2047,30.6711,4.1644,17.6508,5.6435,5.0819,4.393,11.4142,14.632,81.0497,122.2248,16.022,11.256,8.1161,2.6919
NR5A2,1.3767,0.942,1.05055,4.8365,15.1611,1.6001,1.0199,21.5599,2.3184,2.3963,6.5681,1.2145,55.9157,1.4359,1.1677,0.6345,1.9092,1.8099,8.0231,1.0063,1.1933,1.0492,0.9494,0.9321,1.3318
BLMH,12.188,21.7081,11.7469,17.2137,16.4007,11.3022,19.406,11.8878,18.707,22.4939,14.304,24.7182,25.165,22.9673,13.497,18.4372,17.1154,109.0717,19.3377,22.9624,18.3008,42.712,14.708,18.8901,27.4802
ZNF439,2.5197,5.8804,3.6694,4.1277,4.4913,2.5629,13.5228,3.8769,6.4851,2.0642,15.5535,4.1666,4.1291,3.1528,3.6988,4.1892,6.5212,3.0788,1.5417,3.8825,5.9178,10.405,4.7639,1.1319,1.492
ZNF467,12.312,56.6657,4.6927,2.0586,3.3748,4.513,8.1243,4.0094,6.8625,2.9378,5.5387,8.338,3.8552,12.2323,4.7186,22.7272,13.7452,10.1568,8.6881,12.802,0.952,7.6001,10.6309,9.6111,16.7276
SCARA5,3.4721,5.3612,3.99895,5.6809,4.9485,5.3055,2.109,2.0828,2.009,3.8645,8.6124,3.3425,3.3129,7.9967,4.1763,17.1581,6.046,12.0893,5.7621,3.3612,2.4556,2.9001,2.9052,10.2934,9.3177
KCNJ6,1.5396,0.8988,16.7366,0.8377,1.2912,1.2569,1.0436,0.8539,0.637,0.9589,0.8821,1.0356,8.8277,2.3325,2.2571,1.8752,0.9031,1.0796,1.0714,0.9098,0.8565,0.7015,0.8962,0.9063,0.4251
GGTLC2,5.0876,13.1734,4.6619,11.3943,16.4851,8.6106,77.5965,37.6142,59.2766,3.8493,5.2147,10.7299,23.1671,9.5878,49.5597,4.6021,12.2273,7.5547,49.1831,9.8215,99.0629,8.2356,29.3148,7.9305,7.5473
STIM2,14.3781,86.2489,45.99745,49.3785,28.3645,15.8689,27.5151,26.8101,37.6783,18.7246,107.5333,41.7534,24.9063,16.7759,35.375,66.6779,14.9647,46.1187,30.5128,65.047,18.1034,26.601,30.5672,36.085,23.1916
PPP2R2B,8.6466,21.963,275.70385,4.5236,7.151,3.8809,20.0041,3.4947,4.5675,3.4175,3.7438,4.0838,1.2584,5.4299,5.5051,61.8856,1.4865,15.0062,10.3938,17.9153,9.1018,6.2057,14.6782,7.8007,5.0513
SCN4A,2.5691,1.4207,1.38055,3.454,3.1897,1.0098,2.294,1.1996,1.4504,97.3175,1.8682,1.5887,1.706,1.7657,3.3592,1.4049,1.6861,1.6877,1.0942,1.1728,2.469,1.948,5.3994,1.4398,1.3192
NDUFA8,191.4755,56.7847,274.72315,116.1363,159.5761,787.6264,136.8538,152.1501,114.1822,494.3134,97.9131,141.768,88.0063,98.4083,136.1411,226.5668,197.6001,104.8252,194.9099,98.3244,335.7575,100.2667,121.9427,153.334,150.5243
ARHGEF7,51.9838,40.0271,114.974,44.5559,36.1789,35.1754,45.1996,49.2297,36.7163,54.3168,66.007,59.9676,30.4412,51.1481,62.3036,57.5295,35.9088,55.1084,47.4899,71.5134,53.6031,134.9444,48.6019,42.3277,56.5452
DDX51,11.216,12.4261,9.8184,6.9997,11.1302,5.03,5.9978,5.5838,7.5809,10.8103,10.9314,10.1507,7.1544,8.7321,9.1668,11.6465,11.7354,7.4597,8.4463,12.9324,5.6355,13.1074,34.3069,10.3548,12.0574
AMY2B,10.7635,22.4725,12.1691,31.4563,6.4258,18.5828,119.4425,25.9296,105.2457,36.7625,48.7372,33.6567,3557.2203,7.0723,11.8209,13.2752,2536.9534,13.0676,7.4013,56.7335,41.6381,23.0233,1252.8195,21.0611,9.6213
