gene_symbol,adipose tissue,adrenal gland,brain,breast,colon,heart,kidney,liver,lung,lymph nodes,muscle,ovary,prostate,testis,thyroid gland
PGC,0.9356,0.3133,0.5135,0.108,0,0,0.12,0.2629,72.2398,3.7463,0.2323,0.1372,41.9589,0.3708,0
TMEM14A,22.7222,27.4159,129.3953,33.4669,71.0843,26.4748,69.617,105.1592,34.1132,46.8281,9.2939,54.1944,80.1034,60.0777,30.5197
EFHC1,2.6732,3.9166,6.1617,4.3183,4.4428,2.6475,8.4021,2.629,17.0566,4.6828,0.4647,16.4641,5.3402,17.8008,7.4438
NCR2,0,0.0783,0,0.2159,0,0,0,0,0,0,0.2323,0,0,0.0742,0
HSP90AB1,1245.7103,801.3287,1658.5186,953.2674,2627.1578,1098.7052,963.8355,670.39,1745.7948,1466.6572,2411.7721,1905.7207,1251.1384,981.2686,2016.5309
MLN,0,1.5666,0.4108,0.5398,0,0,0,0,0,0,0,0,0,0,0
CDC5L,34.7516,24.2827,30.8084,23.7507,41.4659,39.7122,25.2062,26.2898,23.0766,21.5409,81.3218,30.1842,31.2785,40.0518,37.2191
ITPR3,16.0392,10.9664,2.0539,3.2387,7.4046,5.295,10.8026,1.0516,18.0599,22.4775,2.3235,6.86,7.6289,5.1919,28.2865
ZNF184,4.0098,5.4832,10.2695,4.3183,5.9237,5.295,9.6023,2.629,8.0266,12.1753,9.2939,12.3481,10.6804,17.8008,5.2107
DSP,13.366,7.8331,4.1078,28.069,25.1757,532.144,46.8114,81.4984,23.0766,8.4291,0.9294,15.0921,22.1238,10.3838,108.6798
SIRT1,25.3954,19.5828,21.5659,29.1486,44.4277,26.4748,24.0059,13.1449,22.0733,32.7797,58.087,37.0442,38.1445,43.0186,31.264
HNRNPH3,88.2155,117.4969,91.3982,91.7641,262.1234,79.4245,128.4314,52.5796,135.4496,144.2307,132.4384,178.3612,146.4747,111.2549,157.809
IFT74,6.683,9.3998,8.2156,10.7958,14.8092,10.5899,18.0044,13.1449,8.0266,5.6194,9.2939,16.4641,16.0207,48.9522,23.0758
JAK2,26.732,27.4159,14.3773,18.3528,22.2138,55.5971,15.6038,5.258,27.0899,25.2872,13.9409,16.4641,17.5465,22.9927,11.9101
IL12RB1,1.3366,9.3998,1.0269,1.0796,0.5924,1.3237,0.7202,1.5774,3.01,6.5559,0.2323,1.372,0.7629,0.6675,0.7444
ABL1,93.5619,29.7659,26.7006,41.024,94.7791,34.4173,21.6053,18.4029,67.2231,34.6528,44.1461,54.8804,96.124,34.1182,49.8736
ACOT7,5.3464,7.8331,53.4012,5.3979,16.2902,2.6475,12.0029,10.5159,7.0233,8.4291,4.647,4.116,6.866,16.3174,2.9775
SH3GLB1,165.7383,67.3649,63.6707,163.0163,97.7409,177.3813,62.4153,65.7245,96.3197,65.5594,518.136,63.1124,67.8971,91.9708,83.3708
CDC7,4.0098,12.533,12.3234,2.1592,2.9618,2.3827,4.8012,1.3145,8.0266,14.985,0.4647,11.6621,3.0516,23.7344,2.2331
SYDE2,4.0098,1.5666,2.0539,4.3183,10.3665,10.5899,4.8012,5.258,4.0133,1.8731,2.3235,4.116,6.866,5.1919,8.9326
PCSK5,22.7222,6.2665,2.0539,9.7162,10.3665,2.6475,3.6009,1.3145,6.02,8.4291,1.3941,7.5461,5.3402,4.4502,5.2107
SCD,319.4472,53.2653,1547.6084,8177.804,63.6797,18.5324,14.4035,917.5141,167.5562,56.1938,2.3235,281.2619,30.5156,63.7862,135.4775
TMED1,14.7026,14.8829,8.2156,15.1141,8.8855,13.2374,12.0029,15.7739,7.0233,7.4925,9.2939,18.5221,7.6289,13.3506,34.986
ABLIM1,306.0812,46.9988,89.3443,106.8782,162.9016,759.8275,51.6126,34.1767,67.2231,69.3056,81.3218,131.7129,67.1343,114.2217,253.0899
ERMP1,9.3562,7.0498,27.7276,11.8754,17.7711,23.8273,73.2179,13.1449,21.0699,21.5409,6.9704,14.4061,22.8867,16.3174,35.7303
RAB18,69.5032,33.6824,106.8024,57.2176,63.6797,92.6619,72.0176,63.0955,52.1732,38.3991,44.1461,52.8224,52.6394,54.8858,84.8596
NRP1,232.5682,66.5816,10.2695,103.6395,97.7409,76.777,73.2179,42.0637,83.2764,63.6863,23.2348,45.9623,45.0105,32.6348,30.5197
PRTFDC1,5.3464,9.3998,51.3473,7.557,11.8474,7.9424,4.8012,2.629,12.04,5.6194,1.1617,28.8122,17.5465,6.6753,10.4213
PALMD,82.8691,13.3163,5.1347,146.8226,17.7711,84.7194,6.0015,13.1449,11.0366,8.4291,74.3514,23.3242,8.3918,14.834,11.1657
TSPAN15,110.9377,30.5492,48.2665,77.7296,32.5803,10.5899,15.6038,7.8869,57.1898,13.1119,23.2348,6.86,50.3507,15.5757,9.677
H2AFY2,4.0098,9.3998,9.2425,15.1141,11.8474,15.8849,19.2047,21.0318,5.0167,3.7463,4.647,30.8702,22.1238,20.7676,17.1208
WASHC2A,17.3758,13.3163,14.3773,12.9549,7.4046,34.4173,19.2047,7.8869,13.0433,21.5409,20.9113,17.1501,19.8351,13.3506,15.632
MAST3,5.3464,10.9664,52.3743,9.7162,4.4428,2.6475,7.2018,10.5159,10.0333,17.7947,4.647,6.86,3.8144,3.7085,2.2331
MZF1,2.6732,7.0498,4.1078,5.3979,2.9618,2.6475,7.2018,2.629,5.0167,7.4925,4.647,8.9181,7.6289,3.7085,8.1882
OCEL1,13.366,12.533,11.2964,23.7507,14.8092,13.2374,20.405,60.4665,16.0533,20.6044,23.2348,14.4061,20.598,8.1587,17.8652
MYO9B,24.0588,29.7659,16.4311,12.9549,13.3283,15.8849,8.4021,15.7739,22.0733,38.3991,9.2939,12.3481,16.0207,15.5757,8.9326
KCNK6,10.6928,8.6164,2.0539,9.7162,26.6566,7.9424,6.0015,5.258,18.0599,20.6044,0.9294,17.1501,22.8867,6.6753,2.2331
CATSPERG,0.6683,1.5666,2.0539,0.6477,0.4443,0.5295,0.7202,0.7887,0.903,0.6556,0.4647,0.686,0.6866,10.3838,1.4888
PSMD8,116.2841,51.6986,54.4282,75.5705,53.3132,190.6187,74.4182,149.8519,76.2531,58.0669,397.3151,39.1023,61.794,68.9781,64.7612
FBXL19,6.683,3.9166,12.3234,4.3183,4.4428,2.6475,6.0015,2.3661,5.0167,7.4925,1.3941,6.174,5.3402,12.6089,3.7219
STX1B,1.3366,3.1333,133.503,1.0796,1.3328,0.5295,0.6001,2.629,0.4013,0.9366,0.4647,1.372,0.7629,2.9668,0.5955
HSD3B7,6.683,14.8829,3.0808,17.2732,4.4428,5.295,22.8056,86.7563,6.02,12.1753,4.647,9.6041,7.6289,2.9668,2.9775
SETD1A,13.366,18.0162,6.1617,7.557,7.4046,7.9424,7.2018,7.8869,6.02,12.1753,23.2348,13.7201,9.1547,24.4761,14.8876
BCL7C,16.0392,19.5828,5.1347,16.1937,20.7329,15.8849,13.2032,7.8869,13.0433,14.0484,9.2939,17.8361,17.5465,13.3506,13.3989
MAGEB2,0,0.1567,0,0,0.2962,0,0,0,0,0,0,0,0.0763,109.7715,0
EFNA2,0,0,0.2054,0,1.3328,0,0.2401,7.8869,0,0,0,0,0.1526,0.6675,0
CIRBP,183.1141,193.4782,193.0659,134.9473,84.4126,87.3669,58.8144,60.4665,63.2098,40.2722,102.2331,141.3169,120.5365,61.5611,183.8624
CBARP,0.2673,0.235,2.0539,0.108,0.2962,0.5295,0.4801,0,1.0033,0.7493,0.2323,1.372,0.1526,0.3708,0.2233
PCDH11Y,0,0.1567,0.1027,0.108,0,0,0,0,0,0.1873,0,0.0686,0.1526,0.2225,0.0744
AMELY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2225,0
IGFALS,0.1337,0.3917,0.4108,0.2159,0.1481,0.2647,0.2401,118.3041,0.2007,0.0937,0,0.2058,0.2289,0.6675,0.2233
HNRNPM,134.9965,126.8966,86.2635,92.8437,106.6265,95.3094,97.2238,81.4984,65.2165,85.2272,81.3218,142.6889,89.258,94.9376,113.8904
NDUFB7,82.8691,90.8643,64.6976,115.5149,100.7028,254.1583,96.0235,181.3996,71.2365,60.8766,157.9966,56.9384,99.1756,63.0445,69.2275
TECR,40.098,28.1993,65.7246,63.6951,29.6185,23.8273,26.4065,55.2086,27.0899,44.955,146.3792,26.7542,28.9898,53.4024,36.4747
TIMM13,36.0882,32.1158,19.512,36.7057,34.0612,29.1223,31.2076,68.3535,20.0666,19.6678,23.2348,26.7542,19.0722,27.4429,40.1966
CDC34,44.1078,20.3661,29.7814,32.3873,56.2751,55.5971,19.2047,57.8376,58.1932,31.8431,116.174,31.5562,43.4847,91.9708,23.8202
MTAP,9.3562,7.0498,5.1347,9.7162,8.8855,7.9424,6.0015,10.5159,5.0167,7.4925,6.9704,8.2321,12.9691,5.1919,5.9551
MISP,0.6683,0.3917,0.5135,0.4318,10.3665,0.2647,9.6023,0,24.0799,0.281,0,4.802,0.7629,0.7417,0.2233
CEP170B,14.7026,7.0498,28.7545,18.3528,16.2902,7.9424,13.2032,13.1449,11.0366,5.6194,4.647,13.7201,10.6804,11.8672,11.9101
POLR2E,62.8202,36.8157,29.7814,71.2522,38.504,29.1223,31.2076,57.8376,30.0999,33.7163,51.1166,30.8702,35.8558,28.1846,39.4522
POLRMT,13.366,14.0996,10.2695,11.8754,13.3283,13.2374,10.8026,18.4029,8.0266,15.9216,83.6453,14.4061,12.2062,34.1182,14.8876
HCN2,0.1337,0.3133,57.509,0.108,0.5924,13.2374,1.0803,0.2629,0.1003,0.9366,0,0,0.6866,5.9336,0.0744
CDHR5,0.2673,0.7833,1.0269,0.4318,7.4046,0.2647,26.4065,92.0143,0.1003,0,0,0.2744,0.0763,0.2225,0.1489
IZUMO4,0.401,0.7833,4.1078,1.0796,1.0366,0.2647,1.0803,1.0516,1.0033,1.8731,0.697,1.372,0.7629,71.2032,1.4888
RASSF7,1.3366,2.3499,2.0539,2.1592,5.9237,1.8532,25.2062,28.9188,19.0633,9.3656,0.697,4.116,9.1547,3.7085,3.7219
GADD45B,129.6501,93.9975,99.6138,45.3423,118.4739,52.9496,87.6214,197.1735,522.7351,102.0853,62.734,53.5084,77.8147,38.5684,232.9916
PALM,61.4836,26.6326,51.3473,64.7747,29.6185,10.5899,13.2032,5.258,20.0666,17.7947,4.647,47.3343,14.4949,19.2842,9.677
MADCAM1,0.2673,0.6267,2.0539,0.6477,1.4809,0,0.12,0.5258,0.4013,0.9366,0,0.2058,0.3052,0.5192,0.5211
MKNK2,240.5878,56.3985,11.2964,98.2416,125.8785,113.8417,38.4094,52.5796,110.3663,99.2756,1807.6673,50.0783,63.3198,45.9854,135.4775
ARVCF,2.6732,5.4832,5.1347,4.3183,2.9618,5.295,4.8012,5.258,4.0133,1.8731,9.2939,4.802,4.5773,5.9336,8.9326
TRMT2A,8.0196,11.7497,6.1617,8.6366,4.4428,5.295,8.4021,13.1449,6.02,11.2388,13.9409,9.6041,9.9176,11.8672,12.6545
RANBP1,21.3856,25.066,25.6737,15.1141,20.7329,15.8849,19.2047,42.0637,20.0666,23.4141,25.5583,19.2081,21.3609,38.5684,14.1433
ZDHHC8,14.7026,8.6164,5.1347,11.8754,7.4046,7.9424,6.0015,5.258,9.03,14.985,6.9704,12.3481,7.6289,6.6753,6.6994
KLHL22,12.0294,7.8331,8.2156,9.7162,5.9237,7.9424,8.4021,5.258,3.01,6.5559,20.9113,11.6621,7.6289,5.9336,11.1657
MED15,24.0588,21.1494,11.2964,17.2732,14.8092,10.5899,9.6023,5.258,21.0699,17.7947,60.4105,11.6621,14.4949,11.1255,12.6545
SERPIND1,0.5346,0.6267,4.1078,0.4318,0.1481,0.7942,0.12,733.4855,4.0133,0.1873,0,1.372,2.2887,1.4834,0.0744
SNAP29,33.415,17.2329,20.5389,21.5916,22.2138,34.4173,19.2047,52.5796,15.05,20.6044,55.7635,27.4402,22.1238,28.1846,16.3764
CRKL,72.1763,43.0822,81.1288,46.4219,59.2369,82.072,38.4094,57.8376,54.1798,73.9885,206.7897,77.5185,51.1136,36.3433,42.4298
LZTR1,13.366,11.7497,9.2425,15.1141,11.8474,7.9424,12.0029,13.1449,9.03,18.7313,11.6174,13.0341,13.732,6.6753,9.677
MMP11,1.3366,2.3499,0.2054,0.7557,0.8886,2.6475,0.4801,0,0.301,0.9366,0.697,5.488,1.5258,2.2251,0.7444
CECR2,0.9356,0.47,8.2156,0.9716,0.8886,5.295,0.9602,7.8869,3.01,0.6556,25.5583,0.686,1.5258,4.4502,2.9775
SMARCB1,53.464,86.9477,54.4282,38.8648,35.5422,42.3597,50.4123,39.4347,29.0966,60.8766,39.4992,82.3205,35.8558,104.5796,49.1292
P2RX6,0.1337,0.7833,4.1078,7.557,0.5924,0.7942,0.8402,0.2629,0.8027,0.3746,13.9409,0.343,0.7629,0.7417,1.4888
DERL3,0.5346,28.1993,0.7189,3.2387,1.4809,0.5295,2.4006,5.258,10.0333,52.4475,1.8588,1.372,0.3814,6.6753,3.7219
SLC7A4,0.401,0.3133,2.0539,8.6366,0.1481,0,0.2401,0.5258,0.903,0.9366,0.4647,0.686,1.5258,8.1587,0.2978
BCL2L13,42.7712,15.6663,27.7276,31.3078,25.1757,79.4245,31.2076,34.1767,16.0533,13.1119,160.3201,15.0921,22.8867,15.5757,29.7753
DDTL,2.6732,4.6999,3.0808,3.2387,2.9618,2.6475,12.0029,7.8869,3.01,9.3656,2.0911,4.802,4.5773,1.4834,5.9551
DDT,18.7124,14.8829,12.3234,21.5916,19.252,34.4173,30.0073,113.0461,16.0533,20.6044,37.1757,10.2901,26.7011,11.8672,17.8652
OSM,1.2029,1.5666,2.0539,0.7557,0.1481,0.2647,0.9602,0.2629,2.0067,4.6828,0,1.372,0.7629,0.3708,0.2233
CABIN1,14.7026,18.7995,12.3234,9.7162,13.3283,13.2374,14.4035,7.8869,10.0333,17.7947,16.2644,20.5801,13.732,20.0259,20.0983
TBC1D10A,6.683,6.2665,2.0539,5.3979,4.4428,2.118,6.0015,2.629,9.03,8.4291,1.1617,3.43,5.3402,4.4502,5.9551
SUSD2,22.7222,7.8331,1.0269,4.3183,4.4428,2.6475,4.8012,2.629,104.3464,6.5559,2.3235,2.058,2.2887,2.9668,5.2107
SF3A1,80.1959,50.9153,48.2665,49.6606,65.1606,55.5971,42.0103,42.0637,50.1665,55.2572,213.7601,67.2284,69.4229,86.7789,61.0393
GGT5,74.8495,36.0324,6.1617,18.3528,17.7711,15.8849,22.8056,18.4029,5.0167,23.4141,9.2939,9.6041,10.6804,14.834,22.3315
RNF215,2.6732,2.3499,3.0808,2.1592,1.3328,1.8532,2.4006,1.8403,1.0033,1.8731,1.3941,2.058,1.5258,2.2251,1.4888
SEC14L2,1.3366,1.5666,32.8623,3.2387,1.0366,0.5295,3.6009,60.4665,0.8027,0.5619,0.2323,2.058,2.2887,5.1919,5.9551
SEC14L3,0.1337,0.3917,0.1027,0.2159,0.1481,0,0.12,0.2629,4.0133,0.0937,0,0.1372,0.0763,0.2225,0.2233
SPECC1L,13.366,11.7497,7.1886,10.7958,16.2902,10.5899,13.2032,10.5159,12.04,14.985,16.2644,15.0921,15.2578,24.4761,17.8652
PPIL2,5.3464,11.7497,6.1617,7.557,4.4428,7.9424,10.8026,10.5159,5.0167,7.4925,13.9409,8.2321,8.3918,7.417,15.632
UPB1,0.401,0.7833,0.5135,0.2159,0.1481,1.059,8.4021,63.0955,0.5017,0.281,0.2323,0.4116,0.1526,2.2251,0.2978
YPEL1,2.6732,1.5666,4.1078,2.1592,2.9618,2.6475,0.7202,1.5774,3.01,2.8097,11.6174,0.686,1.5258,20.0259,1.4888
SNRPD3,37.4248,58.7484,53.4012,37.7852,54.7942,71.482,64.8158,136.707,53.1765,52.4475,83.6453,52.8224,61.0311,43.0186,66.9944
PES1,34.7516,37.599,17.4581,22.6711,26.6566,13.2374,24.0059,39.4347,13.0433,14.985,67.3809,31.5562,20.598,26.7012,40.1966
MAPK1,38.7614,30.5492,106.8024,30.2282,39.9849,47.6547,46.8114,47.3216,39.1299,37.4625,51.1166,34.9862,34.33,39.3101,40.1966
GGT1,0.401,2.3499,1.0269,1.0796,1.4809,0.2647,20.405,47.3216,3.01,1.8731,0.4647,1.372,3.0516,2.9668,2.9775
PRODH,0.5346,0.235,5.1347,0.2159,0.4443,0.5295,2.4006,0.5258,1.0033,0.4683,1.3941,0.2744,0.3052,0.1483,1.4888
PPM1F,24.0588,19.5828,7.1886,10.7958,8.8855,10.5899,8.4021,5.258,19.0633,14.985,4.647,7.5461,9.1547,4.4502,6.6994
SLC35E4,1.3366,1.5666,2.0539,1.0796,1.4809,1.5885,1.0803,0.5258,1.0033,1.8731,6.9704,2.058,2.2887,3.7085,1.4888
TOP3B,0,0.3133,0.1027,0.108,0.1481,0,0,0,0.1003,0.1873,0,0.1372,0,0.1483,0.0744
CRYBB3,0,0.0783,0.2054,0.2159,0.4443,0.2647,0.6001,2.1032,0.301,0.6556,0.4647,0.2058,0.2289,0.2225,0.7444
CYTH4,5.3464,24.2827,3.0808,7.557,1.4809,2.6475,3.6009,2.629,15.05,24.3506,0.9294,2.744,3.0516,2.2251,1.4888
ESS2,5.3464,6.2665,5.1347,4.3183,4.4428,2.6475,3.6009,2.629,3.01,4.6828,9.2939,6.174,6.866,8.9004,5.2107
MFNG,26.732,42.2989,1.0269,12.9549,11.8474,7.9424,6.0015,7.8869,21.0699,39.3356,0.697,3.43,5.3402,2.9668,5.9551
CARD10,9.3562,10.9664,0.3081,7.557,4.4428,5.295,12.0029,10.5159,6.02,6.5559,1.1617,6.174,3.8144,7.417,4.4663
LRP5L,2.6732,4.6999,1.0269,2.1592,2.9618,1.059,2.4006,2.3661,4.0133,9.3656,0.697,4.116,3.8144,2.2251,4.4663
SLC25A1,106.9279,46.2154,26.7006,165.1754,57.756,21.1799,62.4153,176.1417,50.1665,54.3206,23.2348,56.9384,61.794,50.4356,48.3848
GRK3,13.366,13.3163,29.7814,45.3423,7.4046,10.5899,4.8012,5.258,9.03,15.9216,1.1617,9.6041,4.5773,8.9004,9.677
PLA2G3,0,0,0.5135,0,0.1481,0,0.4801,0,3.01,0.0937,0,0,0,0.2967,0.3722
LGALS2,2.6732,10.9664,0.7189,5.3979,5.9237,2.6475,110.427,5.258,3.01,2.8097,0,4.116,36.6187,2.2251,0.6699
GGA1,9.3562,13.3163,7.1886,7.557,8.8855,7.9424,8.4021,7.8869,8.0266,12.1753,25.5583,11.6621,9.9176,31.8931,10.4213
HIRA,5.3464,7.8331,6.1617,8.6366,8.8855,7.9424,10.8026,21.0318,6.02,9.3656,18.5878,8.2321,8.3918,5.9336,37.9635
SH3BP1,2.6732,7.8331,2.0539,1.0796,2.9618,0.7942,1.2003,1.0516,6.02,13.1119,0.4647,4.802,3.8144,2.9668,0.7444
SEZ6L,0.1337,0.1567,87.2905,0.108,1.4809,0.2647,0,0,0.1003,0.5619,0.2323,0.1372,0.7629,0.3708,0.5211
LGALS1,723.1001,231.0772,108.8563,1224.2415,738.9807,476.5468,102.0249,139.336,606.0115,263.1741,522.783,428.0668,630.1465,263.3034,109.4242
HPS4,6.683,12.533,10.2695,8.6366,2.9618,2.6475,4.8012,5.258,5.0167,7.4925,4.647,9.6041,6.866,10.3838,11.9101
PIK3IP1,53.464,76.7646,45.1856,44.2627,32.5803,23.8273,15.6038,7.8869,67.2231,88.9735,32.5287,8.9181,48.8249,18.5425,38.7079
SRRD,13.366,16.4496,11.2964,14.0345,11.8474,18.5324,12.0029,15.7739,7.0233,9.3656,60.4105,17.8361,12.2062,12.6089,19.3539
PATZ1,8.0196,18.0162,12.3234,10.7958,11.8474,5.295,15.6038,13.1449,9.03,13.1119,13.9409,24.0102,22.8867,11.1255,20.8427
TRIOBP,8.0196,4.6999,1.0269,5.3979,5.9237,7.9424,3.6009,2.1032,6.02,4.6828,2.3235,6.174,6.866,2.9668,3.7219
TFIP11,9.3562,14.8829,11.2964,11.8754,7.4046,15.8849,12.0029,15.7739,5.0167,10.3022,60.4105,11.6621,8.3918,20.7676,17.8652
GCAT,8.0196,3.9166,12.3234,3.2387,7.4046,26.4748,8.4021,28.9188,3.01,2.8097,13.9409,6.86,6.1031,6.6753,14.8876
GGTLC2,0,0.3133,0,0,0,0,0.4801,0.2629,0.2007,0.1873,0,0,0,22.9927,0
CRYBB1,2.6732,3.1333,3.0808,1.0796,0.4443,1.5885,0.3601,1.5774,0.602,1.8731,0.4647,0.686,1.5258,0.7417,0.7444
ANKRD54,4.0098,8.6164,9.2425,6.4775,8.8855,7.9424,12.0029,10.5159,10.0333,9.3656,11.6174,15.0921,18.3093,14.0923,9.677
EIF3L,168.4115,88.5143,57.509,103.6395,174.7489,116.4892,66.0161,78.8694,115.383,132.0553,255.5828,243.5316,205.9801,91.2291,103.4691
SNU13,77.5227,96.3474,156.0959,64.7747,84.4126,119.1367,90.022,97.2723,119.3963,107.7047,181.2314,104.9587,89.258,81.587,101.9803
MICALL1,30.7418,16.4496,7.1886,11.8754,19.252,13.2374,8.4021,7.8869,12.04,8.4291,11.6174,10.2901,22.1238,9.6421,10.4213
POLR2F,0.1337,0.3133,7.1886,0.4318,0.2962,0.2647,0,0,0.2007,0.1873,0.2323,0.4802,0.3052,0.6675,0.1489
CCDC134,4.0098,5.4832,3.0808,3.2387,1.0366,2.3827,7.2018,7.8869,4.0133,8.4291,2.3235,4.802,3.0516,4.4502,3.7219
DEPDC5,5.3464,6.2665,6.1617,3.2387,2.9618,5.295,3.6009,5.258,2.0067,4.6828,9.2939,6.174,5.3402,4.4502,5.2107
PICK1,9.3562,10.1831,20.5389,7.557,4.4428,10.5899,9.6023,10.5159,6.02,7.4925,13.9409,8.9181,6.866,12.6089,10.4213
TTC28,20.049,15.6663,7.1886,19.4324,14.8092,13.2374,9.6023,7.8869,14.0466,7.4925,9.2939,33.6142,14.4949,11.1255,9.677
SLC16A8,0.2673,0.7833,1.0269,0.4318,0.4443,0.2647,0.2401,0,0.1003,0.0937,0.4647,0.0686,0.7629,0.6675,0.6699
CENPM,0.401,3.9166,0.8216,1.0796,1.4809,0.7942,0.3601,0.2629,3.01,0.9366,0.4647,1.372,0.534,3.7085,0.4466
SLC5A1,0.1337,0,0.2054,8.6366,1.4809,333.5828,2.4006,7.8869,2.0067,0,0,0.686,1.5258,2.9668,0.3722
SLC5A4,2.6732,1.5666,4.1078,4.3183,0,0.2647,0.4801,0,0.8027,0.0937,0,0.686,0.7629,0.5934,1.4888
KDELR3,25.3954,23.4994,3.0808,45.3423,20.7329,15.8849,24.0059,47.3216,17.0566,16.8581,4.647,17.1501,17.5465,20.0259,6.6994
CYP2D6,0.401,2.3499,0.8216,1.0796,0.4443,0.7942,1.2003,155.1098,0.8027,1.8731,0,2.058,0.7629,1.4834,2.2331
DDX17,110.9377,122.1968,83.1827,147.9022,109.5883,119.1367,151.237,99.9012,134.4463,273.4763,139.4088,250.3917,202.1657,100.1294,142.177
DMC1,1.3366,0.7833,3.0808,0.9716,1.3328,0.5295,0.3601,0,0.7023,0.9366,0.697,0.686,1.5258,14.0923,0.5211
TCF20,20.049,16.4496,19.512,10.7958,13.3283,10.5899,14.4035,13.1449,16.0533,17.7947,13.9409,18.5221,12.9691,20.7676,17.1208
HSCB,12.0294,20.3661,11.2964,15.1141,19.252,15.8849,15.6038,39.4347,13.0433,11.2388,13.9409,18.5221,23.6496,12.6089,17.8652
CBY1,20.049,17.2329,13.3503,21.5916,42.9468,31.7698,31.2076,18.4029,19.0633,14.0484,20.9113,24.6962,34.33,28.1846,24.5646
TOMM22,53.464,51.6986,37.997,51.8197,51.8323,79.4245,51.6126,110.4172,49.1632,57.1303,106.8801,42.5323,77.8147,50.4356,39.4522
RSPH14,0.401,0.1567,3.0808,0.108,0.1481,0,3.6009,0.2629,3.01,0,0,1.372,0.3814,8.1587,0.4466
RTCB,68.1666,57.9651,67.7785,57.2176,53.3132,63.5396,70.8173,134.078,45.1499,37.4625,76.6748,57.6244,51.8765,56.3692,69.2275
JOSD1,69.5032,28.9826,42.1048,30.2282,41.4659,31.7698,26.4065,21.0318,56.1865,49.6378,34.8522,52.1363,43.4847,29.668,32.0084
FBXO7,40.098,40.7323,48.2665,34.5465,34.0612,21.1799,34.8085,42.0637,60.1998,32.7797,18.5878,40.4743,28.9898,51.919,96.0253
GTPBP1,38.7614,15.6663,22.5928,11.8754,17.7711,15.8849,13.2032,10.5159,52.1732,21.5409,67.3809,19.2081,16.7836,13.3506,19.3539
POLDIP3,42.7712,33.6824,40.0509,41.024,77.008,42.3597,61.215,47.3216,71.2365,72.1153,83.6453,118.6788,69.4229,57.1109,54.3399
RAB36,1.2029,4.6999,7.1886,3.2387,1.4809,0.7942,9.6023,0.5258,12.04,0.9366,0.697,11.6621,3.8144,4.4502,13.3989
TIMP3,41.4346,5.4832,1.0269,9.7162,8.8855,18.5324,10.8026,2.629,67.2231,11.2388,6.9704,0.686,8.3918,3.7085,8.1882
PPP6R2,25.3954,21.9328,25.6737,20.512,16.2902,34.4173,22.8056,47.3216,17.0566,27.1603,65.0574,16.4641,17.5465,32.6348,23.8202
SBF1,16.0392,21.9328,37.997,15.1141,13.3283,18.5324,12.0029,15.7739,12.04,21.5409,83.6453,15.0921,12.2062,35.6016,23.0758
SUN2,152.3723,86.1644,102.6947,88.5254,116.9929,50.3022,45.6111,136.707,106.353,118.9435,241.6419,51.4503,87.7323,41.5352,58.0618
CYB5R3,201.8265,87.731,40.0509,191.0853,94.7791,124.4317,72.0176,215.5764,98.3264,81.481,144.0557,70.6585,83.9178,89.004,49.8736
DNAL4,12.0294,9.3998,14.3773,9.7162,14.8092,10.5899,16.8041,5.258,13.0433,5.6194,9.2939,15.7781,13.732,43.0186,16.3764
MIOX,0,0.7833,0.3081,0.108,0,0,52.8129,0,0,0.4683,0,0.0686,0.1526,0.2967,5.2107
LMF2,45.4444,32.1158,10.2695,36.7057,22.2138,18.5324,26.4065,47.3216,31.1032,37.4625,34.8522,30.1842,30.5156,20.0259,25.309
RHBDD3,4.0098,7.8331,6.1617,7.557,4.4428,5.295,6.0015,10.5159,5.0167,8.4291,6.9704,6.86,6.1031,7.417,9.677
PACSIN2,45.4444,32.1158,32.8623,35.6261,63.6797,82.072,75.6185,39.4347,74.2464,54.3206,51.1166,33.6142,44.2476,35.6016,49.8736
TTLL1,8.0196,8.6164,21.5659,11.8754,7.4046,13.2374,9.6023,2.1032,5.0167,3.7463,6.9704,17.8361,9.1547,28.1846,10.4213
RASL10A,0.401,1.5666,8.2156,4.3183,0.2962,1.3237,0.8402,0.7887,0.4013,0.1873,0.4647,0.1372,0,0.5934,0.1489
AP1B1,44.1078,40.7323,30.8084,24.8303,16.2902,21.1799,26.4065,47.3216,20.0666,29.0334,25.5583,18.5221,20.598,24.4761,26.7978
HMGXB4,18.7124,13.3163,11.2964,11.8754,8.8855,10.5899,8.4021,10.5159,8.0266,7.4925,18.5878,15.0921,12.2062,14.834,8.1882
TOM1,22.7222,10.1831,12.3234,17.2732,7.4046,23.8273,15.6038,31.5478,22.0733,8.4291,250.9358,10.9761,8.3918,11.8672,21.5871
NEFH,0.5346,0.7833,137.6108,1.0796,2.9618,0.5295,0.7202,0.5258,0.4013,1.8731,0.9294,26.7542,12.9691,17.0591,0.7444
CHKB,2.6732,6.2665,2.0539,3.2387,1.4809,1.8532,3.6009,2.1032,4.0133,11.2388,1.8588,2.744,4.5773,2.9668,3.7219
BIK,0.6683,2.3499,0.3081,1.0796,4.4428,0.5295,4.8012,1.0516,6.02,6.5559,0,2.058,5.3402,2.2251,1.4888
HMOX1,66.83,75.9813,9.2425,33.4669,11.8474,10.5899,80.4197,375.9442,105.3497,119.88,53.44,98.7847,15.2578,14.0923,26.7978
