gene_symbol,adipose tissue,adrenal gland,brain,breast,colon,heart,kidney,liver,lung,lymph nodes,muscle,ovary,prostate,testis,thyroid gland
PRPH2,0.6683,1.5666,8.2156,2.1592,2.9618,1.5885,1.2003,0.5258,2.0067,0.9366,16.2644,8.9181,1.5258,2.9668,5.9551
BICRAL,21.3856,18.7995,15.4042,17.2732,16.2902,15.8849,8.4021,10.5159,11.0366,29.0334,30.2052,26.0682,29.7527,14.0923,15.632
PPP2R5D,42.7712,26.6326,62.6437,34.5465,42.9468,50.3022,31.2076,36.8057,33.1099,40.2722,127.7914,40.4743,47.2991,63.0445,29.0309
MRPL2,22.7222,19.5828,17.4581,22.6711,16.2902,34.4173,27.6067,70.9825,19.0633,16.8581,53.44,16.4641,20.598,20.7676,23.0758
PTK7,2.6732,3.1333,1.0269,5.3979,2.9618,0.7942,8.4021,0.7887,17.0566,2.8097,0.2323,36.3582,9.9176,10.3838,10.4213
SRF,49.4542,54.0486,19.512,35.6261,88.8554,76.777,30.0073,23.6608,59.1965,35.5894,78.9983,68.6005,69.4229,28.9263,38.7079
CUL9,5.3464,9.3998,6.1617,4.3183,4.4428,2.6475,6.0015,5.258,4.0133,9.3656,4.647,6.174,6.1031,7.417,5.9551
DNPH1,18.7124,35.2491,18.485,39.9444,29.6185,15.8849,46.8114,55.2086,16.0533,10.3022,23.2348,26.7542,24.4125,17.8008,31.264
DUSP22,37.4248,26.6326,22.5928,22.6711,38.504,31.7698,19.2047,23.6608,38.1266,42.1453,32.5287,18.5221,25.9382,54.1441,16.3764
EXOC2,26.732,21.1494,23.6198,24.8303,20.7329,23.8273,18.0044,21.0318,18.0599,25.2872,25.5583,21.2661,19.0722,34.8599,17.8652
COX7A2,94.8985,92.4309,184.8504,128.4698,162.9016,312.4029,206.4504,310.2197,133.4429,103.0219,81.3218,66.5424,99.1756,282.5876,97.514
TMEM30A,199.1533,150.396,318.3534,152.2205,211.772,116.4892,175.2428,173.5127,271.9025,131.1188,95.2627,108.3887,138.8458,105.3213,192.7949
GMDS,9.3562,10.1831,3.0808,6.4775,19.252,5.295,13.2032,26.2898,10.0333,8.4291,2.3235,6.174,6.1031,9.6421,8.9326
SENP6,24.0588,31.3325,25.6737,26.9895,34.0612,29.1223,25.2062,21.0318,23.0766,22.4775,27.8818,34.9862,36.6187,28.1846,40.1966
IMPG1,0.2673,0.3133,0.8216,0.3239,0.2962,0.2647,2.4006,0.5258,1.0033,0.3746,0,0.343,0.1526,0.2967,0.1489
VEGFA,89.5521,10.9664,4.1078,10.7958,13.3283,31.7698,30.0073,44.6927,47.1565,26.2238,37.1757,10.9761,30.5156,3.7085,53.5955
PRPF4B,22.7222,32.8991,24.6467,24.8303,32.5803,31.7698,38.4094,28.9188,33.1099,52.4475,20.9113,41.8463,33.5671,25.9595,48.3848
TTK,0.401,0.7833,0.1027,0.9716,0.5924,0.2647,0.3601,0,0.7023,0.5619,0,0.343,0.1526,45.2437,0.4466
SLC29A1,204.4997,43.8655,14.3773,205.1198,131.8022,137.6691,32.4079,21.0318,53.1765,45.8916,90.6157,30.1842,86.9694,42.2769,58.8062
WISP3,1.0693,0.7833,0.4108,0.8637,0.8886,1.059,2.4006,2.629,0.8027,0.9366,0,2.058,0.7629,2.2251,0.7444
BTN2A1,17.3758,29.7659,13.3503,15.1141,25.1757,21.1799,21.6053,10.5159,47.1565,44.955,16.2644,19.8941,45.7734,17.8008,16.3764
LAMA4,112.2743,36.0324,5.1347,115.5149,54.7942,31.7698,3.6009,2.3661,52.1732,20.6044,4.647,30.8702,45.7734,23.7344,11.1657
CLIC5,13.366,7.0498,2.0539,17.2732,7.4046,262.1008,79.2194,0.2629,62.2065,11.2388,174.261,3.43,6.866,5.1919,32.0084
FBRSL1,9.3562,11.7497,7.1886,7.557,10.3665,18.5324,8.4021,13.1449,9.03,12.1753,16.2644,11.6621,9.9176,11.8672,8.9326
ENPP5,1.3366,3.1333,41.0779,4.3183,2.9618,5.295,25.2062,1.0516,17.0566,6.5559,2.3235,12.3481,30.5156,60.0777,48.3848
LY86,6.683,61.8817,11.2964,5.3979,2.9618,5.295,4.8012,10.5159,26.0866,37.4625,1.8588,8.9181,6.866,5.9336,1.4888
PRSS16,0.1337,0.235,0.9243,2.1592,1.0366,0,3.6009,0,3.01,2.8097,0,2.058,3.8144,1.4834,5.2107
MEP1A,0,0,0,0,5.9237,0,0.12,0,0,0.0937,0,0.0686,0,0.7417,0.0744
TBX18,9.3562,5.4832,0.9243,8.6366,2.9618,2.6475,0.9602,0.2629,1.0033,5.6194,1.8588,4.802,10.6804,3.7085,1.4888
ERBIN,45.4444,33.6824,86.2635,36.7057,47.3895,34.4173,42.0103,47.3216,35.1166,34.6528,48.7931,37.0442,33.5671,31.1514,50.618
PCDHB2,4.0098,2.3499,3.0808,4.3183,4.4428,2.6475,1.2003,0,3.01,1.8731,1.3941,2.058,1.5258,4.4502,2.2331
HARS2,21.3856,32.8991,22.5928,19.4324,20.7329,31.7698,28.807,21.0318,12.04,21.5409,34.8522,24.0102,25.9382,18.5425,29.0309
NUDT12,6.683,5.4832,22.5928,12.9549,8.8855,23.8273,28.807,47.3216,7.0233,4.6828,16.2644,10.9761,12.9691,11.1255,18.6096
CEP72,0.6683,1.5666,4.1078,0.7557,0.8886,1.3237,1.2003,1.8403,2.0067,0.9366,1.1617,1.372,1.5258,4.4502,1.4888
MAN2A1,21.3856,14.8829,19.512,12.9549,20.7329,7.9424,31.2076,52.5796,37.1232,23.4141,11.6174,18.5221,17.5465,14.834,19.3539
SEMA5A,9.3562,16.4496,17.4581,14.0345,7.4046,42.3597,25.2062,2.629,26.0866,21.5409,2.0911,4.802,9.1547,5.9336,2.2331
C7,189.7971,582.7845,12.3234,16.1937,959.6383,542.7339,699.771,126.1911,422.4021,1229.7069,51.1166,1861.8164,461.548,450.9534,116.868
GHR,148.3625,7.0498,2.0539,150.0614,16.2902,15.8849,13.2032,70.9825,6.02,10.3022,78.9983,9.6041,12.2062,6.6753,12.6545
HMGCS1,28.0686,28.9826,133.503,31.3078,16.2902,26.4748,50.4123,365.4283,119.3963,13.1119,11.6174,117.3068,19.8351,31.1514,35.7303
DAP,69.5032,64.2316,27.7276,47.5014,51.8323,42.3597,116.4284,347.0254,118.393,82.4175,20.9113,81.6345,102.9901,49.6939,107.9354
NME5,0.5346,0.7833,20.5389,2.1592,1.4809,2.6475,18.0044,0.5258,14.0466,0.281,0,13.0341,2.2887,61.5611,11.1657
BRD8,12.0294,16.4496,23.6198,14.0345,14.8092,15.8849,19.2047,13.1449,11.0366,21.5409,18.5878,19.8941,21.3609,77.8785,31.264
KIF20A,0.6683,0.5483,0,0.9716,0.2962,1.5885,0.7202,0.2629,0.7023,1.8731,0,0.6174,0.2289,11.8672,0.4466
NNT,26.732,17.2329,39.024,39.9444,29.6185,341.5252,86.4211,120.9331,14.0466,24.3506,127.7914,14.4061,24.4125,12.6089,56.573
MRPS30,14.7026,11.7497,26.7006,17.2732,17.7711,52.9496,27.6067,34.1767,10.0333,16.8581,48.7931,21.9521,18.3093,16.3174,20.0983
HSPA9,145.6893,138.6463,226.9552,140.3452,156.9779,352.1152,250.8613,507.3932,129.4296,106.7682,543.6943,196.8833,126.6396,120.897,326.0393
MRPS27,32.0784,21.1494,24.6467,24.8303,26.6566,50.3022,20.405,47.3216,14.0466,19.6678,53.44,28.1262,33.5671,19.2842,24.5646
PFDN1,58.8104,58.7484,83.1827,55.0585,69.6034,95.3094,50.4123,39.4347,55.1832,44.955,83.6453,41.8463,64.0827,51.1773,48.3848
HBEGF,136.3331,7.8331,28.7545,15.1141,51.8323,34.4173,7.2018,2.629,252.8392,19.6678,76.6748,7.5461,28.2269,13.3506,18.6096
SLC4A9,0,0.1567,0.8216,0,0,0.2647,13.2032,0,0.2007,0.0937,0.2323,0,0.0763,0.3708,0.2978
LOX,89.5521,6.2665,4.1078,92.8437,44.4277,13.2374,19.2047,2.3661,54.1798,40.2722,4.647,7.5461,20.598,14.834,10.4213
GZMK,1.2029,24.2827,0,0.5398,0.2962,1.3237,0.9602,2.629,17.0566,75.8616,0.697,1.372,0.7629,1.4834,0.2978
CDH9,0,0.0783,7.1886,0,0,0,1.2003,0,0,0,0,0,0,0,0
APBB3,2.6732,5.4832,9.2425,5.3979,1.4809,2.3827,6.0015,5.258,5.0167,11.2388,2.3235,8.9181,9.1547,6.6753,7.4438
TMCO6,8.0196,6.2665,3.0808,4.3183,4.4428,2.3827,4.8012,10.5159,4.0133,9.3656,4.647,5.488,8.3918,5.1919,5.2107
SPARC,1241.7005,418.2889,360.4582,3668.4063,887.073,513.6116,540.132,212.9474,1702.6516,400.8488,211.4367,602.312,325.7537,739.4745,229.2697
IK,122.9671,81.4645,100.6408,90.6846,127.3594,68.8345,60.0147,55.2086,89.2964,70.2422,197.4958,96.7266,86.9694,134.9893,123.5674
HMGCR,8.0196,13.3163,43.1318,14.0345,16.2902,10.5899,30.0073,97.2723,37.1232,11.2388,2.3235,56.2524,12.2062,25.9595,19.3539
COL4A3BP,36.0882,13.3163,30.8084,45.3423,35.5422,26.4748,26.4065,21.0318,20.0666,21.5409,72.0279,26.0682,32.0413,28.9263,39.4522
FAF2,38.7614,28.1993,29.7814,25.9099,22.2138,23.8273,26.4065,47.3216,19.0633,25.2872,23.2348,43.9043,27.464,29.668,37.9635
HAND1,0,0,0,0,74.0462,34.4173,0,0,0.1003,0,0,0,18.3093,0.1483,0.2233
PCDHB3,4.0098,2.3499,2.0539,3.2387,4.4428,2.118,1.2003,0.2629,1.0033,1.8731,1.3941,2.058,1.5258,2.2251,1.4888
PCDHB5,4.0098,3.1333,10.2695,2.1592,4.4428,5.295,4.8012,0.7887,3.01,0.9366,0.9294,13.0341,6.1031,5.9336,8.9326
PCDHB6,2.6732,1.5666,5.1347,0.8637,1.4809,1.3237,1.0803,0,2.0067,1.8731,0.4647,1.372,1.5258,2.2251,0.7444
PCDHB7,6.683,3.9166,5.1347,3.2387,4.4428,2.6475,2.4006,0.5258,4.0133,2.8097,1.3941,4.116,4.5773,2.9668,2.9775
PDE8B,14.7026,1.5666,33.8892,17.2732,7.4046,5.295,12.0029,2.629,9.03,3.7463,1.1617,6.174,12.2062,6.6753,104.9579
CLK4,5.3464,14.0996,10.2695,9.7162,11.8474,10.5899,13.2032,7.8869,11.0366,23.4141,16.2644,9.6041,16.7836,11.1255,11.9101
PCDHB15,6.683,6.2665,7.1886,5.3979,8.8855,7.9424,4.8012,1.3145,9.03,2.8097,1.8588,13.7201,7.6289,6.6753,4.4663
HAVCR1,0.401,0.6267,0.1027,0.2159,0.2962,0,13.2032,0.2629,0.301,0.9366,0,0.4116,0.2289,0.5192,0.3722
GRM6,0.2673,0.7833,0.5135,0.4318,0.1481,0.2647,0.7202,0,0.4013,0.3746,0,0.5488,0.2289,0.7417,0.2978
ITK,0.5346,17.2329,0.3081,0.8637,0.5924,0.7942,0.7202,0.7887,9.03,25.2872,0.2323,0.686,0.7629,0.5934,0.5955
