gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
L3MBTL1,16.0624,21.0023,23.45685,16.0926,17.8512,18.9617,12.0606,17.7026,11.1573,11.1571,12.8516,16.1078,13.7432,12.819,18.5901,18.9497,23.399,10.0599,14.935,20.962,16.1082,12.5335,19.1035,18.1449,14.9734
OXTR,20.2275,35.8952,20.80075,275.6677,13.2434,24.0566,22.0446,16.6486,12.991,20.1091,21.3956,2.4206,29.5144,14.0022,30.0073,15.1388,30.2858,30.3587,19.2915,23.3486,30.0461,21.7151,31.8782,14.2217,24.1162
PMP2,7.8444,17.7427,242.1510375,8.5264,10.6802,13.4365,13.4184,13.164,10.2072,15.4584,16.2143,18.0659,10.5501,7.75,7.245,8.6059,14.873,12.3463,4.6443,6.9011,1.1349,8.1431,11.6027,10.1145,9.0654
TRPV6,2.6895,1.8738,1.722725,2.3044,3.8449,1.7016,1.258,3.7427,0.9942,1.8341,5.7299,4.7822,48.6729,1.1723,95.9153,3.4549,2.3989,2.1472,3.2748,0.9201,1.1349,1.5423,1.3478,0.7969,1.5109
TXK,20.8998,12.5311,10.02455,5.0698,20.506,2.0536,16.1141,23.037,13.2562,10.1528,15.8486,26.2724,6.343,9.3782,16.0039,18.3425,24.7084,38.0527,4.5847,12.7095,33.869,14.0654,16.8181,12.8731,23.3026
ZNF430,51.9414,44.7958,64.9966,63.7752,44.0024,42.5391,36.7809,29.1673,47.1256,37.205,52.9099,84.1896,44.7894,58.0275,3.6225,124.6285,62.8504,57.6159,60.0775,21.3358,92.886,62.2457,62.4086,66.9399,68.2227
SLC4A10,4.5946,15.986,9.3556,8.4688,8.9714,5.9848,6.9488,13.035,6.4955,1.572,19.2621,8.3245,3.1068,3.1912,14.9766,5.6535,7.4365,14.0163,11.0748,7.9937,3.9424,5.3671,3.3402,11.7084,3.2542
ARSD,1.765,2.5472,2.0278375,12.1847,7.4151,3.6672,3.1449,8.5502,1.6902,8.155,2.0725,3.1291,2.589,1.3351,7.7586,2.0101,7.0167,2.6541,9.6458,1.3802,2.1803,6.5083,7.8816,2.2375,6.5085
SEMA3F,32.5171,31.9524,29.7716875,46.4151,28.0533,59.3592,37.999,29.3394,36.6312,38.2312,27.1864,29.0866,58.5542,37.5996,48.3181,74.7729,47.8975,80.1612,29.493,32.991,42.391,28.6655,44.5162,34.8186,42.2082
HBD,29.6968,4923.4396,32.0653625,7.4318,5.6147,6.6889,4.9121,9.2922,25.9821,48.8644,6.7052,9.5053,196.7627,33.7354,42.5509,10.3648,39.4015,154.0598,30.2472,3.163,7.2875,19.8643,39.9063,44.6266,8.6005
STATH,16.3613,21.4903,23.430025,11.0613,1.0375,1.9363,10.3034,35.4267,15.0457,2.0306,7.5586,16.1177,17.4109,13.3509,5812.0652,20.4155,16.6722,15.9845,9.229,17.0802,20.0705,7.5879,1907.1236,10.9114,16.3874
SLC6A3,29.0805,28.5171,12.881075,6.1644,3.7228,8.1558,22.5238,10.3247,29.8263,22.1396,20.6641,5.4316,29.7733,6.0567,9.0292,19.9757,7.7963,5.7854,32.1525,13.6296,8.0043,9.1919,8.0867,15.0186,32.0775
ALX1,6.0514,8.4322,5.0175375,3.4566,7.0794,8.8599,6.7092,8.3888,4.9711,5.9607,3.4135,7.6751,2.4595,4.103,10.7594,4.7741,5.5774,6.3819,7.3236,35.3105,5.8539,4.8119,7.032,14.7734,6.0436
TBX19,2.8016,9.4276,53.8777625,8.3536,3.1735,8.5665,3.714,13.2931,14.7143,6.3537,2.6211,4.6641,2.9126,5.4706,11.1919,20.2898,7.6164,6.203,7.6809,3.4505,17.9201,2.6527,15.9391,3.2489,11.2736
C22orf31,10.0857,31.562,5.3328625,9.1601,14.2199,23.4699,13.2387,3.0329,11.9968,6.6157,0.8534,7.7341,2.1359,1.7584,7.5694,2.073,2.7587,27.9133,11.6106,21.6234,28.1346,21.6534,17.4041,1.839,11.8547
AFM,27.5676,36.4808,24.4381375,20.0486,17.3324,24.702,41.0341,822.6217,14.3166,44.0172,28.1617,30.1689,16.6342,20.8404,20.5996,21.4205,49.8366,28.6886,25.9602,23.2336,15.471,26.5269,22.1506,22.4359,18.247
PDE6H,7.7884,3.6891,13.1165875,3.5719,11.9008,4.1659,2.2164,1.8068,6.0315,2.6856,1.402,2.0664,3.6893,4.4286,10.435,1.0679,16.2524,2.505,1.429,2.7029,2.1504,1.2955,0.9962,2.8198,1.8596
KCND1,2.5775,5.5043,7.2177,4.2632,5.6147,4.1659,2.6957,2.0004,2.7838,2.8166,4.6327,4.0737,2.2654,2.4097,8.9211,1.6961,2.3989,3.3401,3.3343,1.7828,22.221,2.9611,2.9886,5.3331,5.4044
CRYBA4,2.1852,6.9682,3.6435375,0.8066,4.5772,1.6429,3.9536,4.4525,11.5991,4.3231,3.4745,5.0183,3.6246,3.1261,2.5952,3.4549,2.159,2.3261,4.2275,3.163,2.5686,5.182,4.9224,3.0037,3.2542
FBP2,4.8187,1.6981,3.2477375,2.1316,2.075,3.4618,3.2348,4.0008,1.3256,107.816,3.2307,3.2471,1.6181,3.1912,3.5144,1.5076,2.8187,1.9086,24.4121,2.0128,2.6283,1.7273,2.5784,1.6551,2.4988
RNF40,65.6692,92.9586,56.7040375,46.3191,44.9484,32.5351,64.5463,58.6896,52.2955,53.5805,59.3408,75.5995,32.1034,56.3994,42.4428,43.8147,49.2668,35.9055,44.8944,87.4998,40.4397,57.1254,59.0391,39.2935,50.8184
HDAC6,61.6536,71.4,61.1364125,48.1434,45.7113,50.734,56.1298,130.242,56.2282,48.3622,50.1466,49.5337,41.5748,35.6892,45.2363,40.6006,46.0383,45.5082,51.7814,78.1355,44.3423,42.3197,44.0474,35.922,41.7433
HOXA7,29.1925,5.3872,10.401575,19.4725,7.9339,20.2428,21.9847,12.067,7.1583,10.0873,10.1187,18.184,8.22,8.7921,13.0843,6.7214,10.9748,8.0519,8.0381,20.3007,6.511,9.9322,10.6065,7.9077,9.4721
COX20,61.2987,50.5929,40.11085,64.8122,33.3222,31.391,36.4215,18.9071,28.8321,11.2663,28.1008,42.7442,30.4853,33.0842,24.7628,41.6475,50.8561,45.6871,32.0334,83.618,42.8291,30.7836,40.4337,31.9374,33.937
GABRG2,47.683,37.242,80.2141,29.3239,15.3795,33.0338,25.2195,49.0424,25.3193,15.5239,11.094,37.0175,15.987,20.9055,11.9489,20.4155,34.1839,32.9234,35.5464,31.2849,10.6923,27.0204,21.2131,7.5399,26.3825
RASL10A,77.0997,46.3183,155.6730625,83.8237,36.4347,38.784,10.8426,45.0416,34.2672,17.1615,13.6542,41.2092,28.4141,28.9812,12.7599,5.842,59.7919,24.2154,23.4594,44.1093,23.1767,14.744,28.3622,22.5585,27.3123
RNASE3,6.3316,1982.7853,6.8464,7.259,33.3833,11.1482,9.5846,4.9042,23.596,8.7117,35.1107,10.8632,7.055,8.271,6.8665,7.2867,8.8758,11.4516,38.5235,27.9493,36.796,6.786,10.3135,15.1412,79.0314
EPHA7,0.9525,4.099,4.799475,4.148,29.1722,3.5792,8.9856,8.4534,3.0489,0.786,2.3773,0.2362,0.5178,8.0105,5.2986,4.2087,4.5579,16.3424,1.429,3.7956,1.1947,0.5552,9.1415,17.8384,8.7167
MAP3K7,38.788,38.2667,64.7740125,88.8215,62.708,85.1076,63.8724,68.1109,68.0041,66.2715,88.0664,63.7769,78.1226,88.8974,40.8613,81.9131,74.425,91.3444,70.5569,70.2328,80.3867,71.0366,59.127,68.3191,82.3147
HYAL2,101.1933,60.6061,43.0019625,74.5484,60.2974,73.226,81.5889,73.7572,156.1575,44.6067,126.9107,124.3362,169.5137,105.3744,77.6405,94.7277,48.6371,378.9764,91.456,52.3331,81.5366,96.9775,76.5311,111.873,110.4696
LILRB5,32.4984,21.9587,15.43825,16.3615,24.2288,47.8199,30.9103,42.7185,38.8405,21.0916,18.5307,13.9332,25.4368,18.4307,18.8154,19.5988,52.8351,68.2325,28.58,23.8087,32.0173,14.744,20.3341,29.3015,19.0024
FKBP1B,39.5024,47.6065,188.0183375,24.6574,51.5091,27.5184,47.923,53.8821,58.1282,16.834,57.1159,32.2943,55.9868,47.412,16.7068,53.5827,66.6886,31.3726,95.8621,8.7414,33.5704,32.5726,51.8606,29.6693,48.3486
HOXC6,190.4518,12.5311,47.27495,203.5966,10.8633,6.6302,120.4066,12.8414,33.6706,88.5585,348.3033,37.4307,77.8637,51.1893,10.7594,232.2337,73.2256,26.3625,15.064,69.8733,23.2364,2.9611,47.4657,54.8637,79.845
PAEP,4.4825,4.6845,3.3518,3.6871,3.9059,5.9261,4.972,2.8393,2.7175,2.8166,3.9012,3.6014,170.0962,4.103,7.4072,3.769,6.0572,4.5926,5.716,5.4633,2.2699,2.2825,2.8128,3.8619,5.4625
MIOS,29.9583,37.4567,38.666625,50.8703,46.5046,55.8583,47.304,41.1483,46.7942,289.9984,39.8247,66.2811,60.5822,114.3401,22.9786,72.6162,48.3573,54.077,64.6424,69.4133,64.7514,41.2093,46.1374,44.4631,42.6343
CGGBP1,84.86,108.0369,67.1621125,75.5854,87.1809,113.8582,96.6248,99.2141,74.2345,174.6279,64.7659,107.7167,120.0317,92.7073,89.238,86.3417,111.3976,90.6287,70.2592,150.4146,113.6733,86.1816,82.8305,70.5566,64.2711
ZNF254,6.9479,1.6981,10.52205,9.5058,9.2155,18.3652,9.1054,19.0362,2.3861,2.2271,0.9143,8.9739,7.9611,10.2248,8.9752,9.8622,1.8591,7.2765,14.1114,14.2622,10.3339,18.0753,13.8295,6.0074,10.8668
HRK,4.5012,4.3917,6.33375,3.7639,3.0515,4.205,4.7524,4.1944,3.3582,5.6113,5.8315,10.0563,1.3376,2.236,10.9576,2.5964,8.7159,2.8231,6.6687,5.1375,7.5065,7.2178,1.758,3.6984,1.9952
CDH4,26.475,33.143,33.8436875,15.3533,18.9802,19.9787,33.2466,24.3276,17.8627,20.9278,14.8428,25.6525,16.1164,9.9318,24.141,18.2483,22.3695,33.0725,22.5365,19.6393,16.1281,23.1339,25.5201,18.2981,11.8838
GCKR,22.8609,44.6201,31.15205,25.5216,32.773,52.6312,32.348,219.4647,38.4428,19.6505,36.5737,63.9983,17.9934,28.851,26.6011,33.2929,27.1072,44.2557,62.2806,23.5212,42.411,24.4294,46.0007,28.0142,19.7579
STARD8,64.6046,64.6465,34.6783125,33.3567,36.923,73.226,62.7193,26.199,45.7337,38.5151,44.5589,47.6445,25.4368,50.0821,69.4223,14.1966,42.8798,54.2758,47.7524,12.767,27.2983,28.501,29.8272,44.504,15.1671
CHAD,6.1635,4.1575,3.005,3.0534,3.2346,4.0486,2.3362,4.7752,2.0547,2.4236,3.6574,2.3025,2.3948,2.7353,11.5704,3.1408,3.6583,2.684,2.7985,2.3004,2.6283,3.3313,170.9936,1.9003,1.8015
PPARA,18.7986,16.8643,10.0753375,9.5058,10.7412,22.3257,14.1672,16.1969,5.9984,19.192,10.6978,11.7488,7.9611,9.1502,24.7628,11.7781,19.6108,12.6147,10.8664,4.7445,5.8838,9.8396,11.8078,8.7966,10.6634
ELANE,18.4905,3981.8494,4.582925,1.6707,2.5022,8.8599,1.5575,3.3555,6.2304,4.7161,1.6458,3.1881,4.2071,2.4748,4.2713,11.6839,4.6178,11.4516,3.4534,3.9681,48.683,3.578,12.3645,3.3102,3.3705
SLC17A1,29.9209,36.9492,36.99305,28.9782,43.5752,32.0951,250.7572,67.6914,25.7169,60.9167,30.1733,40.2056,42.3946,22.8593,50.661,28.2047,59.612,34.5934,24.1144,42.9592,33.5704,26.7737,47.6415,31.447,29.6368
CA6,31.2657,41.0482,16.254025,11.2917,33.6274,18.1305,21.8649,8.2598,17.1004,15.5239,31.8191,6.022,13.7863,17.519,5993.3526,220.6754,31.5452,23.4996,6.0733,12.3644,33.212,24.1827,79.754,13.3022,22.0242
SLK,40.0907,33.4065,87.78575,95.5187,105.795,76.5118,89.9156,50.6879,115.8588,98.5475,110.3001,98.1524,120.4848,149.7579,26.2496,127.5181,66.8985,63.5504,107.1452,71.4548,69.7391,79.0255,93.0854,190.2147,83.1283
SIM1,12.0468,2.0495,11.8523875,15.4397,4.7603,5.2807,29.7123,21.4883,6.1641,28.6898,11.2159,10.8041,0.7767,8.4013,19.6805,0.9423,8.3361,11.7498,9.5862,9.374,5.9734,0.9254,3.6332,6.9882,9.3559
MXD1,1.6249,63.3583,2.2943125,11.8102,5.1265,3.1098,2.5759,3.8072,2.7175,2.6856,2.9259,2.0664,2.4595,2.9307,1.2435,9.9251,22.0696,19.1456,4.287,11.4443,4.0619,3.8865,2.637,2.6359,2.4407
DAO,69.7035,86.6052,102.7051,30.9946,44.1245,43.83,58.7656,190.7491,38.3103,42.3142,38.1585,47.2312,31.4561,36.7312,90.9411,34.8633,42.8199,61.0752,53.8852,38.646,28.7319,37.1994,65.3971,32.3052,55.6707
NRG2,17.0617,3.4841,20.3391,26.3281,3.5397,11.2362,7.0686,7.2273,2.0547,3.7664,43.2484,7.0256,2.7832,7.7175,24.8439,20.5725,4.258,6.3521,3.0664,10.3516,10.0353,3.1771,17.492,14.804,2.7022
P2RX6,39.4463,49.0412,30.4566875,17.1392,32.8645,26.6676,29.9519,29.9417,17.2661,32.3907,18.5916,17.8298,17.0873,23.3152,41.3344,19.5988,41.1706,24.8416,28.0441,17.5977,30.7031,21.931,42.1624,23.0796,26.0048
SLC1A6,6.3876,3.9818,69.85745,2.2468,3.9669,10.092,4.7923,3.9363,2.5849,5.8297,3.8402,3.07,2.3948,2.6702,9.1914,4.5856,3.2984,2.684,3.0962,8.9139,4.2411,1.5423,2.7542,2.5133,2.9637
GP9,24.0376,25.9406,19.6330625,30.5337,20.0788,36.3783,22.4639,34.3942,15.2446,41.7247,28.2836,42.0948,28.6083,31.5211,40.7126,29.5867,38.1421,26.4222,37.928,18.1728,29.5085,18.8773,38.1483,23.9684,15.6319
SCEL,8.0686,1.1126,1.2566125,2.074,4.15,0.9975,0.6589,1.9359,71.5832,9.3013,7.6805,1.535,5.7605,1.2374,2.5412,307.4254,2.099,0.2386,0.9527,1.2652,1.9712,0.9254,1.465,1.9003,30.7409
ACKR2,33.8992,52.7009,28.1474875,34.1632,31.9796,40.2508,30.8504,38.0724,16.1062,49.5194,25.7235,43.2166,39.2878,29.2417,24.925,32.225,36.9426,36.8002,19.5297,27.8343,28.6722,36.5208,23.1468,27.769,32.4842
ARHGDIG,9.9736,17.0985,135.4092875,28.1141,25.4494,33.3272,20.547,21.811,10.4061,17.1615,30.1123,70.4926,24.207,20.9707,27.7365,26.069,35.6832,27.2572,40.5479,22.601,31.6589,22.6404,25.9596,26.8495,14.2373
IL12RB1,5.6592,7.6709,5.5241375,7.547,5.7978,8.0384,4.8522,4.1944,2.3861,4.9126,6.1566,38.1982,6.8608,6.187,11.246,5.2766,4.6178,5.2487,9.4671,4.8307,8.7809,13.0784,6.9148,6.0687,2.6731
ACTN3,34.4035,43.0391,22.2240375,24.0813,20.0177,10.3267,12.9392,28.7156,21.8727,565.6083,20.908,35.3053,28.8672,42.9834,11.9489,24.4357,3.8982,22.4261,23.9358,33.1827,21.7431,23.5041,7.0906,21.2712,26.2663
AMHR2,31.9381,7.261,4.8600125,5.6459,4.089,8.5665,6.1701,3.0974,6.0978,7.9912,4.9984,8.0293,4.5307,3.9727,10.3268,3.9575,8.9358,5.189,6.1328,4.2557,4.8982,6.2307,5.0982,4.1071,5.753
SALL1,2.6335,2.635,66.306975,5.1274,23.3134,10.1507,133.5255,90.5994,4.3745,5.8297,12.1912,3.7195,9.644,8.0105,8.6508,1.8845,5.9972,4.4733,6.7878,6.441,6.3318,68.7232,6.6804,6.3139,45.1525
APOA4,1.9051,4.5089,3.014325,0.6913,2.3802,6.2782,5.7508,32.8455,0.8616,2.2271,1.0363,2.3025,1.2298,5.2101,2.0005,0.9423,815.7963,0.8947,1.9053,0.8051,1.3141,1.3572,1.0548,1.226,1.046
PPP1R3A,4.5386,1.9324,2.5106375,9.3618,1.5868,30.9216,2.1565,7.6467,1.6239,211.5054,0.8839,1.2989,1.1974,10.7133,7.8397,1.0051,5.2775,3.9067,4.5549,3.2493,2.2101,2.2825,2.1389,0.6437,2.4988
GNG7,9.9736,38.0618,41.5271625,16.7071,35.0921,6.1608,21.8649,7.679,13.7201,6.2227,17.3115,27.1579,17.152,9.2479,90.0219,12.7518,26.6275,15.2092,16.9098,2.4729,28.1943,16.1012,21.1545,12.5053,9.5303
PAGE1,4.8748,17.7427,7.04865,3.6871,27.7075,2.2296,2.2164,21.0366,7.3572,2.4891,11.9474,3.6604,2.2654,1.6933,5.6771,4.46,32.0849,15.567,6.0733,31.2849,15.7697,11.968,4.8638,18.7579,9.0654
CDH19,1.2327,3.6305,23.56,27.9412,44.7958,202.4863,5.8107,26.0699,11.2677,7.0742,7.5586,26.0362,10.0323,48.3888,0.9191,37.6901,17.7516,19.7421,24.7098,8.9714,12.7233,7.0944,22.2678,47.0173,12.1453
NTSR2,2.6335,2.4594,39.443675,1.037,1.4037,2.0536,1.857,1.9359,1.1268,1.8996,1.341,2.5977,1.5534,0.9118,2.5952,1.0679,1.6192,1.849,1.3099,2.7604,1.4336,1.604,1.6408,1.1647,1.1041
ZNF253,24.9341,22.7785,29.7337,34.9122,27.0362,52.1618,46.4254,26.9088,26.2472,37.2705,41.3892,51.8363,39.9351,20.124,30.2236,25.6293,32.2648,26.6608,40.0715,28.3519,40.7981,40.2222,39.7305,28.2594,26.9637
C19orf57,36.3646,7.6124,11.1699875,7.259,14.8913,13.5539,6.2899,27.2314,6.4955,10.6113,9.6311,17.3575,31.1973,6.3173,39.415,22.3,39.3415,23.3207,14.4091,25.5915,6.5707,6.6626,10.7823,8.1529,13.3075
MATN1,10.59,17.8598,14.751075,13.3081,9.7648,11.9403,13.3885,32.0066,13.1899,7.5,6.0347,10.5089,11.5533,5.9916,19.0857,19.8501,6.417,7.5151,9.3183,14.521,16.815,11.4744,102.813,10.9114,5.23
ICAM5,8.0125,14.6977,73.4915625,1.3827,2.4412,11.8523,13.1788,16.7777,6.5618,9.6288,8.1681,17.6527,0.5825,4.9496,12.7599,1.1307,19.3709,4.9504,13.8137,17.0802,3.4646,13.5102,18.7519,6.13,8.2518
TNFSF9,16.9216,26.9946,35.48075,25.2911,31.4303,19.7734,24.261,19.8751,21.5412,37.2705,17.6773,10.3909,5.0485,13.1555,19.6805,26.5087,19.131,29.3447,13.7541,25.2464,17.6812,24.8613,35.5114,10.2984,26.7893
CLDN11,42.8082,78.8758,52.2752125,46.6071,36.2517,27.8118,29.5925,46.2676,27.7054,24.2357,54.5557,54.552,45.2425,33.2144,10.3268,35.4915,48.5172,37.0388,26.6747,44.4544,26.9997,24.7996,61.0608,35.309,21.2106
CFHR2,42.9763,29.1612,25.2985625,38.7721,14.9523,36.9064,39.6563,2204.5203,36.9184,57.4451,46.8753,27.5122,22.2653,42.3972,42.2265,23.8076,32.5047,33.9373,50.7295,16.7926,26.9997,28.0075,40.7267,44.1362,22.431
TRIM25,10.646,33.7286,7.496225,34.1632,10.0699,10.9722,12.7595,8.0017,5.8327,10.6113,19.9936,27.8074,66.4074,6.9685,11.4082,3.769,12.1743,37.6949,24.7693,18.5179,35.1832,29.9816,7.5007,22.9876,9.414
FOXE1,9.3013,1.6396,3.3587125,8.1231,6.5607,3.8725,1.9169,3.2587,1.2593,7.4017,1.2496,4.4279,1.7152,2.1817,9.5429,7.4124,13.1938,6.7696,5.2992,4.4282,11.1702,110.6419,7.5593,1.226,2.092
BAAT,5.323,3.9233,3.120875,1.4403,1.8309,3.9899,3.2348,244.8248,1.7233,1.8996,2.1335,2.1844,2.1359,2.1492,6.3259,3.8318,1.8591,2.2665,1.7267,2.3579,1.3739,1.7273,3.5746,3.4328,1.3366
CRTAM,2.8016,8.1394,30.92465,5.0698,0.1831,1.5842,1.7971,9.1632,12.5933,1.1135,3.2916,7.2618,7.7022,4.5588,1.4057,7.1611,8.576,12.5252,0.9527,0.5751,10.5131,17.0883,10.0791,3.4328,4.8814
NKX2-2,1.3448,3.572,89.0853625,2.1892,10.0089,3.1098,5.631,1.4196,0.6628,6.9432,3.2916,25.0325,3.8835,2.0189,5.1905,1.9473,17.9915,1.9682,9.5862,0.7476,2.2699,1.2955,4.5708,3.8006,5.0557
TAT,6.1075,10.1303,7.9559375,74.606,9.6732,11.2655,11.1721,205.4296,8.9148,10.5785,3.9317,23.0547,6.3106,5.5357,21.2484,5.8106,9.9553,7.7537,1.816,7.9075,6.272,6.4467,13.0677,6.13,5.23
GNA13,23.5333,30.0395,13.8074,28.9206,45.284,29.22,41.8128,22.9725,11.5329,50.7639,32.7944,40.796,42.9124,20.7753,17.4096,24.8126,27.0473,45.6871,21.0778,26.5691,46.2339,49.044,14.8843,34.5121,34.6925
CPNE1,74.9704,127.0093,57.1262,73.3962,86.5401,45.0035,59.4844,79.3067,81.3265,45.8513,73.635,66.4189,84.8539,67.2103,67.8003,64.5757,47.0179,101.2154,53.5875,55.6686,118.0936,52.9921,57.6034,76.1349,72.3486
GLE1,18.7426,49.5682,19.6506375,27.1347,28.6229,29.396,34.9539,19.4556,26.4129,16.965,8.29,30.4346,18.4465,13.9696,25.2764,25.2838,16.7621,34.3846,10.8366,79.7936,35.7506,33.683,7.7937,9.3176,39.3995
VCY1B,27.6797,7.1439,18.00395,19.5301,33.3222,34.0313,27.0765,40.1373,29.3624,33.6024,27.4912,10.3909,5.0485,24.3572,44.6055,24.6242,9.5955,22.3068,18.5175,63.3748,25.0882,21.6534,6.6218,6.6204,19.7579
PRKCA,101.7396,17.2156,88.1918875,15.6701,25.0374,14.4046,35.5978,19.7944,18.2603,33.4223,30.6152,25.5491,12.7184,29.665,16.3553,10.6946,44.739,24.2452,37.0647,10.9986,13.8732,19.1857,18.8398,37.9602,23.2736
IL11,26.3629,27.8437,18.077475,27.7396,30.4843,4.694,22.5238,19.4556,11.3672,24.9234,23.8034,35.3349,25.0808,20.4497,28.2231,24.2473,11.0048,9.6026,19.4106,38.1859,30.0162,23.0722,23.0003,19.0337,31.293
ST8SIA4,13.8398,24.3595,9.1141875,1.2098,12.5721,8.8599,4.7324,7.9371,19.8179,3.0131,1.7068,16.4128,21.9416,11.4622,20.4374,7.2239,14.0334,24.9311,1.429,17.2527,18.5175,31.5238,19.5723,5.3331,11.2736
GUCY1A2,16.4173,6.6755,16.035575,10.8308,16.1118,22.9418,23.063,2.7748,11.6654,19.6505,16.5801,18.8925,20.7119,15.7606,10.0565,22.8653,28.0068,22.1278,16.1358,16.9076,16.7852,13.0167,14.0639,11.8923,20.7457
ZNF124,11.3184,12.7653,8.3933625,15.5549,2.6243,2.171,18.3306,1.9359,1.1931,2.0961,18.2868,17.0623,3.6246,3.0609,3.0278,17.9656,18.3514,7.873,11.7893,5.3483,23.117,16.7181,1.8752,5.1492,10.8668
NFIC,42.8363,13.0874,10.3987875,19.7605,5.4927,15.6661,14.916,4.4203,3.6454,57.8054,60.6514,25.0916,2.0712,23.5432,18.1666,21.3577,7.6464,4.026,19.8571,11.9043,3.9424,12.1222,18.957,19.9839,9.385
GLYAT,20.6757,20.0849,17.36125,9.8514,18.7666,27.6358,128.7033,228.1117,13.919,28.1003,20.2984,22.3758,13.3333,10.811,32.5214,12.1865,16.5222,25.1995,15.9274,13.7159,14.366,11.4127,22.3557,14.896,11.3317
ZNF141,1.793,1.7567,4.323875,5.473,7.6897,3.4031,1.9169,13.6802,7.4234,2.4236,7.9853,2.0073,7.8964,4.103,4.8661,2.7011,5.7573,4.5329,14.4091,9.374,9.2587,9.9939,12.4231,8.1529,5.8692
CH25H,27.6236,12.6482,41.6138625,27.826,12.4501,4.0486,10.7827,17.8101,358.3801,2.2926,8.9606,49.6518,49.3201,23.9014,19.5723,22.1115,45.2187,32.6848,22.3877,21.7959,82.3728,49.9693,94.4039,17.2867,21.3269
H6PD,39.3623,36.6857,13.4608625,32.4061,26.67,13.2018,36.721,59.0767,35.6922,17.2597,52.7271,26.3019,20.4853,15.0767,59.6902,25.2209,47.7675,21.5016,47.6631,17.0226,21.8028,20.9748,26.0768,18.5433,31.6997
SIRPB1,6.3596,22.8371,7.26965,12.3863,5.7063,6.8356,4.6725,5.6463,12.7922,4.1594,20.5727,14.0513,10.9061,6.4475,5.2445,2.8582,5.0376,5.6363,4.3465,2.8179,13.9478,4.2566,4.4243,3.9539,9.8208
PCDH8,4.5946,2.5765,76.71325,4.148,0.9765,1.8189,2.9353,4.1944,2.9826,12.2488,4.9374,5.6087,0.712,10.7458,5.1905,6.7842,5.2175,0.835,2.858,9.604,5.376,6.4158,5.2154,4.7201,7.2639
SPTA1,21.6843,258.4103,15.3081375,15.1516,19.6516,28.0465,7.7276,24.4567,13.8527,18.93,10.9721,10.5089,14.3689,11.2669,15.6254,14.1966,16.972,21.591,13.516,19.093,14.6945,13.757,15.9977,8.8885,11.6223
SRD5A2,22.4687,13.8779,13.999125,17.2832,11.4736,23.4699,8.5063,114.4753,17.6307,24.1047,16.702,43.8069,15.275,37.9035,18.7613,14.4479,23.8688,20.1596,6.7282,27.2017,11.887,17.335,23.3812,20.7195,13.4818
DCC,20.9559,31.9719,23.4194375,19.3572,24.9001,39.0773,17.9711,23.5533,17.9621,25.5457,15.6657,26.8628,18.576,22.2081,72.8286,19.9129,18.5913,24.7522,31.0212,26.9142,26.1634,22.1469,29.3584,23.7845,15.2252
POU4F1,13.2235,15.7517,9.20775,12.9048,6.8048,10.6788,15.2156,16.0356,8.2188,13.5261,8.2291,17.8593,9.7734,6.9685,7.8397,9.4225,8.546,12.0779,11.6404,12.997,17.8604,10.6725,15.9098,9.808,8.9491
SEMA3E,0.8405,0.527,13.72225,21.2584,6.9574,2.0536,0.8387,2.7102,9.3456,1.2445,0.4876,1.7712,1.4887,13.8068,8.4886,9.7994,0.4798,0.7754,1.9053,0.6901,17.502,1.4806,10.8409,22.6198,2.1501
PMCH,2.3533,2.2252,2.9040375,2.362,1.953,1.2908,2.7556,2.7102,1.7233,3.3406,2.0725,3.9556,1.9417,1.8887,3.5144,2.0101,2.9386,2.3261,2.3221,1.9553,10.1547,2.7761,2.5198,1.7777,1.9177
TGFBR1,13.2235,48.1335,15.6345875,26.2129,29.0501,27.5771,29.0533,44.977,18.2272,30.3273,25.8454,39.0248,64.7246,20.645,14.1115,15.2017,25.3081,30.5376,21.3755,14.9523,26.5218,22.5787,18.9863,27.6464,19.0605
HTR6,40.2868,39.35,35.0096125,15.7278,33.5663,44.8275,23.1229,31.1677,24.5902,23.8427,40.1701,38.1982,31.9739,11.4622,76.3429,21.6718,9.3556,41.5717,11.6106,19.438,33.5106,27.9458,14.2983,30.2823,27.138
LCT,47.5709,51.0028,38.1956375,43.8418,43.3311,61.1977,31.3297,66.2718,32.1462,53.515,35.7203,29.6966,33.851,45.1325,52.4993,41.145,1240.2766,46.4625,43.9418,45.202,34.108,25.8483,48.7549,46.8947,43.8741
HCN4,17.2578,8.6078,9.9336375,5.5306,18.9192,16.8983,5.631,27.3605,4.242,5.9607,5.1813,6.7895,12.8802,3.5819,25.6279,5.151,5.8772,6.5608,5.7755,28.697,4.8384,4.2566,7.2077,3.7393,4.7651
B3GALT5,20.4516,33.0845,22.33,29.0358,30.5149,9.9747,21.805,14.5837,23.596,4.9781,17.9821,21.3131,21.0355,14.9139,18.8154,14.8876,51.4558,26.4222,5.7755,26.4541,18.9356,17.2117,20.4513,15.0799,28.9976
