gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
EIF3A,35.3934,36.6369,74.702425,122.423,103.0385,85.6259,77.1561,99.1603,129.137,196.6583,147.27,189.4365,88.3922,156.8676,36.0448,160.0363,80.1823,100.7184,106.7979,72.6146,110.7862,102.2417,86.7665,130.2631,118.1791
MSN,279.5983,934.2121,127.9539,173.5814,150.7434,346.7674,591.4299,173.3907,765.8079,114.2352,285.3357,203.0352,199.0281,475.6174,161.7692,286.0677,128.8194,726.103,163.2037,61.8796,257.8108,547.9351,210.6069,395.0189,360.5808
ACTN4,243.682,176.0212,99.0669,205.3249,367.3989,105.9078,133.7651,95.2455,351.3543,40.7421,246.9942,102.0194,198.122,191.6667,143.4944,357.9929,196.2877,277.2242,146.8298,42.4991,82.7312,179.8895,209.4935,324.8914,304.6196
APP,223.6039,124.1205,369.763225,643.6472,299.3304,139.3719,371.9825,72.1439,91.2907,79.3664,177.5043,223.5807,316.2659,212.3769,130.1939,334.3529,232.4706,203.7232,109.0605,252.3875,181.8096,367.038,204.161,338.0505,324.7261
PRKAR1A,326.3288,228.6245,305.9562,296.7725,183.2926,451.0518,322.8813,308.6445,356.1486,915.8902,395.5647,238.4979,289.6857,309.4151,356.7716,276.4567,128.1797,304.2428,285.6412,260.4771,241.8818,400.6593,318.6255,286.7831,263.0119
DSP,136.1011,44.8544,83.5611625,711.6087,663.8812,770.3399,393.2084,376.9166,133.2243,29.8688,73.4521,619.5554,778.0543,259.7888,305.8043,1920.1839,454.4662,105.3905,682.7643,37.8984,659.7592,434.4246,406.7983,116.4092,236.5712
RAD21,78.2763,77.6461,112.9479,132.1592,126.8197,114.0636,106.0596,79.0809,100.3159,137.8158,106.9475,81.2082,191.2935,140.7379,42.9023,139.893,71.9062,120.212,82.5248,167.9261,233.8277,143.1837,72.4584,125.6042,125.782
WDR1,99.9746,212.8533,81.1814125,128.3425,211.6663,182.2289,214.9198,101.7791,186.3318,116.1675,280.6268,99.8497,182.3939,242.7095,134.8977,130.4548,172.3889,173.6528,144.1653,150.5728,160.4598,194.0938,127.1904,220.7576,210.9587
NCL,290.3004,282.1843,281.571025,546.4962,387.2946,330.2798,361.5193,366.9146,628.2091,669.4287,782.9206,888.5962,442.7809,762.3034,152.4696,619.7505,278.2691,515.8588,563.9192,338.8426,591.3043,480.5074,279.9302,513.5123,568.1545
AP2B1,91.0796,158.9812,134.6663875,139.591,114.5223,148.6523,175.3982,46.7839,74.9967,100.5781,104.0521,85.1047,91.3264,95.931,41.4155,73.4642,79.9124,122.9258,74.7546,334.0694,80.4912,172.7334,55.2887,88.5789,147.6028
AP2M1,475.5973,322.3541,465.0869375,172.7748,185.8355,241.0356,297.9015,159.904,194.8654,146.3311,361.9575,100.6615,283.882,272.4885,185.3425,154.0896,192.2696,182.5695,109.6162,184.8337,230.0944,173.7822,172.7516,332.0635,244.4744
CLTC,151.902,145.1326,495.1021625,245.6813,443.4114,279.9076,514.2739,374.2064,394.2711,211.4071,475.0007,266.0593,431.5836,391.9627,98.943,300.9239,293.5919,370.2386,435.4878,282.5701,310.8843,405.7076,265.6319,337.9484,310.4017
MLEC,273.4348,106.8658,101.0963875,94.741,138.6595,148.3883,126.4868,49.8168,76.9851,91.7026,134.0121,104.9123,78.8669,120.1906,151.7667,79.9972,199.916,109.834,87.0797,112.66,76.0411,130.2595,122.6196,121.681,137.4333
LASP1,207.8777,377.1046,242.9588875,250.8375,291.1117,150.97,178.4533,174.2296,344.66,102.5759,364.2738,230.3112,261.6168,161.5132,182.6391,155.1575,556.958,303.3481,587.8549,73.2089,278.3592,254.0415,184.6473,211.1181,283.2927
SF3B2,70.7681,115.298,92.51655,71.7255,47.4811,5.1634,59.8439,50.8492,111.1528,29.6068,106.0637,89.9755,42.5241,113.7757,20.0049,62.2514,45.6985,50.9358,52.6944,149.2932,82.3131,65.3302,78.5234,78.1578,100.4745
TMEM59,471.3949,233.6994,487.7188125,519.5343,940.651,414.0086,595.2638,746.1543,581.216,347.4872,515.9937,464.519,897.5359,487.4704,1044.2004,501.3409,639.5392,413.3312,852.2199,448.6847,416.8818,628.5646,858.5426,491.0764,464.4839
CSRP1,356.6419,186.9127,737.1945625,613.2671,882.7948,256.5844,356.1878,210.7533,533.8915,156.6149,649.3047,233.7355,354.7555,1008.8716,614.2578,344.0476,464.4215,255.2156,374.8148,167.9836,157.7568,415.9791,536.2448,1413.3389,568.968
CALM3,243.215,314.6116,920.4287625,284.1365,650.2919,423.4552,340.3067,316.4095,483.6286,908.2701,439.4124,322.3202,472.9498,452.9607,337.8842,317.9368,525.173,416.9893,356.5951,474.0653,316.9406,365.057,390.5077,489.3055,349.2362
CAP1,190.0036,736.4957,300.5114625,248.4754,435.2334,178.8111,421.423,328.455,422.0096,125.96,372.381,226.8574,587.6345,402.3503,176.3943,308.8074,396.5335,673.0201,292.558,179.9454,439.1923,409.5324,289.8336,456.1353,388.0965
PTGES3,398.3295,519.3971,414.034125,442.9695,423.3021,216.7443,437.7169,293.5446,484.5124,597.6387,687.0366,370.6469,470.3536,503.4915,312.5627,512.6479,353.7136,395.617,437.0359,487.5607,410.9681,485.8128,426.2534,504.5625,587.7961
WARS,132.9913,146.9185,78.7712875,66.2524,67.0411,157.0135,239.1359,37.2012,469.1021,103.4929,75.098,130.2401,456.4702,197.1048,56.0407,54.682,102.4018,300.7536,95.2964,139.8617,94.1702,646.023,136.4491,89.7129,138.6246
SETSIP,210.7129,247.9287,273.4344,278.4446,219.9877,252.219,238.8723,188.2583,275.5291,356.7098,397.4462,244.7285,264.1152,291.844,191.3331,288.8316,194.2246,250.1817,245.919,157.0224,317.7238,266.2562,232.2653,295.6757,303.0506
NDRG1,250.9661,156.6975,547.8411375,212.6991,510.6966,270.8423,360.0217,122.8641,570.0146,148.5581,175.066,212.1272,312.2314,480.1111,658.4307,962.3533,379.3216,179.8259,689.9093,161.5426,311.8699,291.4877,300.4401,302.762,291.3121
UBB,2799.0088,3727.0696,2734.7826625,1580.7831,2526.386,2453.8339,2168.5765,3249.0589,2129.1369,3666.2027,1968.944,2401.2348,2498.9516,1943.6295,3984.9172,2108.3202,2446.3093,2258.5299,3091.8203,2564.2081,2774.035,2061.8818,2387.6402,2011.2617,1814.0033
PFN1,494.7041,1858.4111,180.1488375,335.8134,645.3282,357.1528,537.0972,457.7075,906.522,505.8051,477.4084,287.8742,687.8929,552.9223,292.5037,442.1046,987.6754,1365.663,230.1881,140.2068,667.8232,543.9252,300.5573,489.7891,1145.6649
PTPRF,45.3297,24.4181,82.3940625,194.0332,148.0886,18.0425,92.776,70.9986,61.492,12.2161,67.5699,139.6568,254.7236,69.62,242.6402,182.7812,174.9227,12.6594,117.2375,41.1476,83.9707,50.3703,110.8704,83.966,92.9927
YWHAZ,237.7314,290.9678,306.2434875,219.1054,365.7145,187.9233,270.4176,144.9719,273.6865,125.9731,244.6413,268.3677,388.5288,250.9186,107.8858,396.8514,247.2517,279.9797,285.7167,262.4938,343.1226,347.1448,240.4576,252.4345,266.3475
SOD1,1714.963,582.1112,1201.5064875,595.5806,817.9813,1229.4693,1455.3023,2277.3096,586.8499,1362.2415,897.64,481.6403,901.6135,997.0186,371.1715,660.8955,1477.525,523.6125,704.5566,557.8941,636.2241,665.0237,735.4248,879.0458,734.1785
HDLBP,124.9694,55.5507,61.630425,91.2555,91.4429,90.6719,104.6918,100.666,105.3864,216.156,112.6469,261.3657,98.1872,167.1358,249.34,112.3793,100.8526,48.7289,171.8571,128.0724,62.7403,105.1206,152.8277,103.577,100.8813
MARCKSL1,386.5068,159.6253,797.91895,397.1689,260.5358,152.4368,109.2046,115.1206,169.3473,68.1874,1346.2162,156.2763,165.2419,229.6354,173.0692,162.2558,163.1233,211.4967,402.7399,484.1677,282.6601,425.7262,315.4416,146.2624,695.5345
GABARAP,1418.1629,1150.1103,1072.39235,644.2617,666.0783,658.3299,779.3481,713.3733,883.3237,890.1698,957.5599,868.5229,462.5866,658.948,817.7669,604.8629,646.3759,789.2658,1017.9244,938.6607,428.3507,789.8236,675.3017,632.3122,710.1786
NUCB1,108.5615,83.2675,72.888025,65.5611,85.0754,117.1147,211.8197,261.2798,145.884,43.8207,72.9035,70.3155,44.5305,116.1528,72.2879,54.6192,155.0271,110.3111,94.2842,37.237,49.579,116.2249,99.3849,100.0727,65.8982
EIF3CL,381.4266,335.627,406.053325,493.4366,276.5256,414.0086,481.3867,482.917,467.7212,882.2441,587.9219,502.7763,242.4799,260.9177,613.3207,393.5263,318.6301,400.3289,274.5466,477.3816,374.9686,449.5799,475.8873,327.8951,266.8085
GLUL,208.8302,610.1208,393.018325,295.2554,512.4462,186.4095,193.609,216.0232,382.8156,1336.2809,432.5447,517.0047,387.3767,557.6766,147.4594,438.3566,56.4335,1046.3502,767.1547,315.5707,880.774,421.5724,471.4532,440.708,197.3848
LDHA,828.5411,1607.7888,566.760375,567.7545,940.773,832.4764,1796.9335,1552.8372,1010.1188,1686.7375,911.2332,1569.4341,934.4289,1520.7644,696.1697,1489.2607,1415.3942,901.5749,493.005,648.1831,735.4418,952.6865,654.616,915.7034,1118.9918
SSR2,590.5744,322.764,175.3153125,344.3974,248.9402,196.9122,258.1853,231.7253,380.6504,152.1607,492.7084,461.4489,379.4803,345.6904,771.7557,217.2205,238.5078,321.2412,353.4393,239.6397,324.1153,299.8159,475.9459,265.9819,392.3096
P4HB,934.6652,956.5222,212.72455,458.8701,434.3485,344.5377,899.5151,1351.0535,560.5695,440.7618,454.8851,2045.4952,841.6785,656.8965,2094.2131,537.2721,1031.7547,755.5372,938.079,160.9675,315.9019,507.5895,1158.8069,387.8774,606.7404
SLC25A5,413.4021,1024.9163,578.1058125,535.8958,1565.9004,413.1284,903.1692,1087.1925,964.3851,94.8466,670.0298,1299.9801,908.4743,540.0273,1203.9691,1230.3926,1895.3484,786.7607,1584.8802,311.8134,1273.4636,815.9803,701.3785,572.9123,912.1735
PHB,62.7555,54.0185,50.7168875,81.9802,91.5446,69.9109,101.2973,80.3715,64.922,61.932,93.8115,101.6947,63.3654,100.1968,145.9004,68.5331,52.0255,47.7448,78.5652,23.7224,34.6157,62.7392,141.1371,84.0427,75.4285
S100A11,124.5585,612.8535,29.3620875,209.012,110.891,118.3468,655.2275,35.4912,746.4539,31.8339,139.9553,330.1462,776.4362,630.9436,457.1925,728.5492,140.4539,677.9705,232.0934,53.3683,285.587,239.6676,608.3223,465.5142,473.7817
CTSA,723.0334,217.6549,112.410475,78.6964,447.653,139.7631,517.6884,227.8536,234.1037,36.55,138.7971,165.3683,159.8697,112.408,102.6737,163.889,195.9278,287.0057,161.4175,54.461,108.5362,146.2065,93.2319,121.068,176.3679
TOMM20,115.8176,126.9507,308.68885,358.8289,201.215,137.5041,171.3248,163.7435,209.1158,188.3832,329.9555,253.9563,296.1797,227.1931,216.323,281.1994,146.751,145.7693,282.2275,165.1944,183.0242,268.1995,224.4071,253.8444,238.4308
CD63,1797.4417,1492.2566,588.57225,902.1853,1286.6284,1330.8592,1364.3683,958.7143,1836.7725,1653.3971,1214.429,1664.0146,1326.401,1592.0777,1451.7052,816.2415,995.9515,1158.0431,1390.9529,629.6653,698.168,1217.4622,1289.6597,1178.8654,971.0984
DNAJB1,262.6207,302.7669,132.8636125,129.3075,120.7168,69.7642,122.2636,137.964,158.5767,46.8993,170.8296,100.573,127.7016,127.7778,110.946,377.2149,93.8858,80.4892,110.2116,345.1973,289.4697,208.6065,262.2039,106.264,180.8425
SPARC,390.5411,52.7888,314.4031875,345.0023,193.3421,254.8241,251.4161,165.0987,511.8532,202.8264,551.592,121.5318,573.9129,315.7975,69.0979,603.1355,107.8593,284.113,113.1292,427.2913,124.963,348.4588,274.7442,430.3279,383.7672
UBE2D3,263.76,344.5276,156.9234,251.0487,294.5904,249.1718,350.6967,331.66,302.3066,447.5958,299.4165,358.3865,382.436,400.6787,152.1993,321.7476,269.6931,306.2508,258.3712,194.5527,351.1348,317.0275,220.9595,294.4456,213.4429
XBP1,210.3991,398.0678,95.2993125,916.8185,308.4442,124.1556,309.7624,1074.5447,430.8912,59.4102,246.6895,1906.0746,292.1021,450.4787,1452.4621,118.0956,295.7809,257.4821,569.4565,61.5346,249.5676,564.4681,895.2845,177.8321,268.0095
SPTBN1,240.6189,78.3683,171.36685,146.994,164.5158,267.2338,216.6819,263.4846,264.1509,114.1478,198.8491,145.3147,131.9519,110.0417,126.6255,140.6363,135.4863,179.5973,200.0997,116.7048,124.286,193.0707,152.0855,203.2921,137.9079
LAPTM4A,763.9365,280.0763,291.6827125,733.5585,649.7223,487.8213,974.2151,430.5406,761.8311,436.1767,999.7415,573.9183,1080.7064,717.8221,662.1614,708.7619,523.4938,538.5234,658.4118,973.1086,441.3726,590.7483,627.25,749.2732,747.486
RPL32,2008.9054,2630.0115,1270.5801875,2614.3786,1973.4568,1486.2297,1568.4605,1873.7422,1927.312,3359.8506,3190.0782,2957.0871,2079.4068,2164.9286,3168.4479,2639.4362,1862.8437,2285.31,2181.0709,1125.7373,2963.9286,1735.1072,2355.5863,2219.8053,2020.5891
CD81,695.7459,374.6452,1037.075225,877.0094,780.9362,807.8917,840.2702,1542.6415,1229.3756,330.9807,1117.143,737.3383,780.708,969.0143,1116.0558,844.6975,397.1932,877.0614,435.7855,808.9781,724.2119,1016.0427,971.8742,1273.8808,932.1057
UBE2L3,146.3409,139.1012,131.1977875,104.8805,131.3359,126.9133,128.4786,95.1648,120.5647,161.7895,165.633,120.3953,158.462,162.6692,104.8904,144.8398,103.1965,126.6535,96.8892,142.2915,142.898,127.5143,108.3946,145.3276,136.8522
PTTG1IP,380.4554,256.068,336.7351125,500.1771,755.4868,511.9366,786.4766,379.1106,682.5593,193.8199,743.2991,480.6957,672.8768,682.8493,504.1229,367.3526,488.5302,478.999,624.4135,326.8807,437.7289,550.7112,521.6535,621.646,507.9511
GRN,272.613,569.5801,93.9940875,172.8516,391.6684,182.3414,242.6103,174.9179,698.1574,104.2134,154.0565,146.6529,321.6381,148.0755,331.6844,213.4096,243.4255,473.4123,162.0526,122.609,211.4375,309.8303,256.3341,193.8314,283.1959
HMGB1,422.9835,1087.4157,601.401625,810.5649,674.0935,479.2157,536.0389,432.5626,819.5837,757.5941,731.2907,397.431,753.5237,782.6445,299.7307,811.593,611.0326,609.4398,468.851,504.9284,1182.529,673.0229,591.8558,752.2564,761.9751
GLO1,177.3964,143.9321,323.8072625,264.0303,203.5951,326.4073,307.9653,302.127,343.7983,544.3857,399.2017,175.523,373.9139,319.5748,102.8899,312.2623,504.6026,286.4093,229.295,165.7982,195.3891,230.5374,164.8406,255.6221,337.3363
SRSF11,37.8027,29.5125,85.6635875,139.3413,70.6114,55.9756,46.066,92.1051,84.2649,39.8033,87.4517,98.418,107.7233,104.7014,28.151,124.817,67.2084,64.0375,84.0133,138.2323,120.8214,71.4376,81.1018,95.6693,68.5907
SF3B3,46.7024,73.8106,54.2163125,49.1996,44.8568,55.3889,36.092,46.3322,44.143,42.1832,100.0595,23.468,39.9351,61.1862,57.9601,75.2859,18.8911,48.1027,49.9257,43.678,65.7669,45.8669,52.3587,51.247,78.3341
HSPA9,129.9936,59.0055,114.409475,101.9903,132.2717,195.4845,218.7686,293.8242,127.1707,256.8327,174.1517,124.651,103.5809,218.0863,56.3921,142.3429,102.8316,97.2193,97.0926,89.1772,91.0541,130.6811,90.8098,116.0005,168.4841
YWHAQ,340.5608,324.9501,773.5909375,547.4947,554.8618,457.6821,450.1769,316.8827,511.0026,193.9509,745.5138,573.9576,623.3625,562.8432,440.9363,600.4448,375.9631,379.712,427.1519,690.3947,492.3056,517.4394,378.2799,552.8467,497.0262
DDX24,240.3761,84.3801,264.457675,126.9166,127.0333,162.7636,159.344,152.1928,146.4805,120.6216,218.0096,100.9272,91.0675,165.8767,93.1578,110.746,90.1076,112.8758,116.2551,249.4737,177.2599,143.9856,112.4819,159.1661,125.4624
PPP2R1A,392.6143,119.8068,229.510375,121.8469,138.8426,365.5433,203.6728,76.0157,113.6715,196.571,216.76,113.3549,93.7212,198.5701,104.1876,132.8575,130.2587,112.846,101.1613,116.9732,121.8568,170.019,104.5417,177.1578,163.2347
GSN,267.1593,256.3023,245.8456375,396.0455,538.1295,631.6036,164.9151,76.8869,469.6323,455.4997,379.1776,141.487,161.8438,421.2695,235.1654,695.539,262.8564,173.1458,317.5357,142.2771,286.5726,333.8382,564.4019,832.7028,338.2951
HK1,108.1412,452.3498,480.5455,179.5153,255.7755,416.1208,171.8639,17.1648,176.9696,984.4269,237.1803,106.8016,209.0604,391.6696,167.3921,381.8633,73.5854,237.3821,186.6631,381.1692,393.8843,358.7303,170.4662,320.3552,158.3534
KDELR2,292.5603,217.8501,113.2394875,187.6192,323.5185,187.7003,287.9375,372.7007,208.8065,158.6018,294.7026,336.8176,438.4659,264.0872,450.1457,198.1032,311.2936,192.7686,491.1195,249.8188,138.6818,291.5905,313.8985,228.6091,305.0264
NPC2,595.9534,549.6709,304.11355,388.9882,504.3496,315.5524,554.7089,428.024,1677.5661,193.4924,478.7495,380.0341,518.8323,431.2013,473.5208,423.8249,507.6012,676.6584,577.6733,581.4728,439.7598,1223.3228,580.3117,581.8621,551.0116
DYNLL1,682.3543,538.6037,1131.897475,397.2265,532.1791,276.8858,634.5008,284.5104,567.9598,86.3314,990.8419,412.8598,747.2454,601.9624,254.5485,1015.4335,426.7593,361.8586,390.8911,938.0281,297.3546,482.3581,775.9172,776.0001,753.6458
LITAF,151.3977,573.1521,149.7041625,235.5994,253.4564,118.3468,343.6979,311.4838,760.4723,118.8858,259.7036,267.801,178.5104,214.005,441.3238,194.9833,138.5948,495.5799,78.3271,33.0964,248.7014,329.4273,365.134,255.3769,264.4356
PRKCSH,205.0761,200.1758,183.1398125,151.5452,178.756,115.8825,170.2465,180.8438,161.3937,126.5168,161.4118,184.615,157.2484,141.0636,229.0018,140.1443,176.1671,152.4494,160.703,137.1875,126.6953,152.2522,175.9453,145.7414,163.9321
GOT2,317.868,190.1333,340.0402875,136.2496,195.6613,605.6401,403.0925,815.1363,138.0628,538.3595,195.7301,127.4062,82.265,303.4235,230.2183,141.966,147.5306,100.4997,210.7775,141.6445,105.669,246.0217,176.209,198.1838,174.9151
ACADVL,708.185,177.2509,229.8228375,242.772,250.1608,823.3231,309.7624,617.4825,295.6785,490.8707,215.5409,263.7273,186.0185,317.8815,220.1618,358.6839,399.1722,202.3712,392.8559,171.4341,214.026,191.0555,234.5742,153.5572,204.9006
SKP1,480.2619,337.0811,667.8079,402.4115,437.7204,534.5264,442.5241,427.6852,405.5886,1020.0108,597.4463,340.5666,549.7383,498.0697,257.2519,437.7703,339.2604,359.9053,387.7651,488.5096,333.2844,471.2692,393.5548,497.3444,416.0771
MAPRE1,149.1284,211.3894,115.0128,132.2168,180.2513,137.3574,181.8679,94.7293,223.101,97.2702,190.427,226.267,268.1863,246.2751,91.7791,164.1089,119.4638,193.6931,148.7053,210.3101,222.3887,250.7719,142.8365,240.4503,188.5422
OS9,203.5072,303.7038,241.527175,248.7347,310.1835,223.0518,294.0676,272.8951,343.8646,84.7921,247.0247,328.3455,155.5332,246.0472,408.3428,247.2783,243.2756,252.4422,377.8514,144.3187,170.0022,253.4246,345.7669,223.3169,160.1548
RPL7,1266.6251,1594.0865,1238.220925,2221.7321,1781.8846,1495.2069,1714.8353,1596.5559,1894.967,2267.4112,2589.0812,2804.6484,2160.9922,2124.4526,1792.1936,2538.9293,1528.2311,1841.7096,2716.023,1208.7514,2260.8923,1774.1265,1832.1161,1905.3962,1812.2599
ACTR1A,111.7553,106.7194,129.1968375,52.3106,87.5166,123.9796,96.7146,59.8833,92.064,186.8112,98.5356,61.2825,77.8313,111.7567,64.7455,84.677,81.2018,97.1298,60.3157,88.8513,82.7014,71.9311,54.146,95.0767,97.598
CAPRIN1,42.36,76.592,90.005625,292.0004,215.8926,81.4698,235.6015,97.2782,116.2896,232.204,363.7252,197.0132,215.3711,228.9515,69.6386,194.6693,141.5034,215.0157,155.4335,594.4985,202.3481,221.3455,100.3225,169.1581,405.2975
PPP1CC,325.9365,232.5283,295.508675,326.9414,525.5879,363.8417,274.4192,166.6151,354.2044,759.6247,459.1825,411.4429,361.2279,371.2199,389.1759,374.765,567.4531,448.9982,389.0453,490.3786,379.0703,397.9038,256.6662,427.3242,338.3823
ACTR2,49.6628,189.7624,130.6363875,134.9245,224.7114,90.6133,174.8192,122.1113,212.1868,92.3576,148.6923,147.1843,205.0691,164.1617,29.0882,146.1119,170.12,398.9372,162.8068,94.9856,290.4055,228.6661,104.6784,146.099,161.6464
PTP4A1,146.8872,52.9937,61.660475,82.4123,154.8934,60.3176,113.6824,732.3772,196.8373,358.6552,81.1631,194.5778,175.1447,201.6799,88.2918,127.2668,114.4112,67.3825,143.7485,51.7005,69.2911,120.1577,96.7919,119.0758,104.673
NACA,511.5323,673.362,539.2706375,1250.8075,835.3747,514.4987,660.6787,819.8684,983.5623,737.092,1576.4272,1252.6308,964.871,921.2116,512.5393,1453.811,760.5622,808.6301,992.6589,562.0923,1302.5341,779.1306,837.3686,1016.0519,867.8733
PGK1,204.7259,389.7674,231.7160625,112.2835,190.7789,259.9582,375.387,198.8153,282.3726,525.1936,199.9666,191.1536,404.7552,229.6028,164.7969,188.576,191.1901,324.4471,173.1769,71.0091,219.7455,268.0453,151.5385,192.0997,262.7504
SUMO3,171.0649,225.4137,266.7348625,203.4238,180.6785,180.63,200.0486,123.8321,197.0196,294.1687,258.0273,161.1175,217.3452,162.7832,226.6769,157.2304,152.4483,244.8674,186.812,172.268,212.3833,234.7015,201.8463,165.3268,172.0386
RPS27,2798.6726,3585.7725,1533.6396125,2507.741,2493.2469,1968.0075,2179.5389,2007.3828,2236.0478,2667.4963,3123.3922,3169.3914,2299.1468,2400.4905,4528.0225,2849.4328,2154.4266,2482.194,2854.9635,1738.2649,3446.8161,2428.6936,2847.8814,2451.8881,1918.778
TPP1,294.5027,296.0622,141.073975,88.1877,145.0676,103.0914,179.292,161.2108,226.0671,43.1493,98.3984,100.4106,104.7729,90.7535,94.6177,100.7896,129.0143,320.2124,105.3441,58.3859,137.4921,151.1263,85.8777,147.4118,135.6464
GNB1,267.4021,336.8957,598.6887375,277.012,281.347,209.586,297.2425,189.1359,269.1441,122.8814,413.4045,245.3071,300.4947,258.1173,258.5135,295.0924,342.239,323.786,227.211,238.5279,322.3432,262.0613,258.5609,349.7793,297.2782
NUMA1,45.7966,24.4767,45.7102625,86.7427,51.7735,39.4489,44.4885,9.1202,39.2382,53.3403,48.7243,23.6156,28.4788,42.0282,26.565,46.0657,45.8984,27.7542,39.9922,36.5948,62.82,43.1011,43.4223,73.1721,50.5181
FTH1,675.6866,878.5541,938.6683,877.4703,1449.3947,761.6267,2215.1217,787.2918,1217.1799,851.7857,703.129,624.7213,661.4206,752.795,396.0154,372.9747,976.2208,995.3946,583.9252,264.3685,575.1762,867.8621,733.8719,807.2019,624.6096
RAN,191.4884,269.5068,206.38505,159.2651,150.3162,179.4272,173.8707,113.9268,252.132,175.2829,337.3922,133.8119,316.7298,343.4761,106.4584,224.4758,115.6856,200.4925,175.0525,358.2806,194.3736,192.6903,115.7635,211.4859,284.6002
CAPN1,55.9197,56.0387,48.1214625,53.2324,35.3972,59.2028,67.8111,43.8155,39.9673,56.2006,39.1948,23.2023,45.5661,40.8342,112.622,50.6932,88.5184,43.361,81.0362,14.3772,62.4218,49.6609,71.9603,54.4959,65.6658
CALU,56.7601,40.5505,34.77045,51.36,69.1772,186.8349,57.7622,60.1576,87.6894,70.4308,98.0022,63.3636,191.1803,178.1367,61.5961,61.105,25.563,80.0717,63.0844,52.8076,38.2744,87.4309,76.4432,112.2561,101.4914
NFE2L1,337.89,116.6252,284.7395625,190.999,257.9116,408.1411,266.8513,162.1626,207.1053,1420.0141,235.3313,79.8404,175.6841,490.7918,190.1905,229.8467,192.9692,224.7973,180.3914,113.0434,249.7468,221.3044,243.5985,248.2252,269.5203
